ID,PRECIO_MENSUAL,PRECIO_SEMESTRE,PERSONA_NATURAL
69649,885000,311283,3389
69650,156342,1155615,18460
69651,439383,336153,9471
69652,619937,15849,5502
69653,30627,542568,14237
69654,166092,300631,6346
69655,575720,736779,2477
69656,872459,515843,18599
69657,563282,1359407,3658
69658,150448,1035693,1215
69659,707643,334082,10281
69660,358973,553982,18629
69661,354395,1288811,18582
69662,699441,777909,15924
69663,960021,178653,17785
69664,317048,1096672,9691
69665,640261,1042117,13029
69666,358690,986779,15337
69667,139100,834168,19958
69668,560338,1271496,17930
69669,394344,437792,12416
69670,201936,594285,16960
69671,708594,903574,12810
69672,703594,1218624,19358
69673,629371,126065,6989
69674,427808,845069,3278
69675,715827,687919,8560
69676,155871,304794,13251
69677,922829,1251551,10485
69678,786675,459248,6876
69679,189048,827538,12551
69680,131592,1098910,18406
69681,860616,472775,19990
69682,582444,109225,17091
69683,760957,223947,11634
69684,960378,142390,2746
69685,992468,83425,2666
69686,88715,1414099,6065
69687,269523,749871,13736
69688,994330,379608,10015
69689,188836,1458375,7214
69690,341573,1270147,8179
69691,422029,1324462,3965
69692,846865,763547,16400
69693,208191,795703,16918
69694,357751,1175880,7197
69695,125267,1017494,7310
69696,61390,1067937,6788
69697,933765,187994,17332
69698,277696,1208186,10269
69699,428322,286276,19407
69700,827963,951385,18269
69701,675062,1029180,16207
69702,133746,1349548,16044
69703,8598,823998,1263
69704,564562,829035,18006
69705,111560,96634,3768
69706,374815,1154258,5015
69707,790068,785366,11140
69708,71652,698718,15068
69709,944187,752265,11120
69710,222746,474980,9701
69711,620798,731715,17253
69712,303852,827352,16075
69713,301369,401276,151
69714,719115,519170,11567
69715,556989,1304017,6713
69716,980282,1328276,7749
69717,524452,385217,13851
69718,297135,762026,13692
69719,893508,1180622,8841
69720,613214,1426296,7310
69721,935416,486993,13611
69722,657180,36019,17448
69723,738041,390182,12606
69724,917776,1275375,9229
69725,962734,113710,18176
69726,628444,260809,18359
69727,460281,1291880,17255
69728,752469,689014,13231
69729,193422,574209,3962
69730,775100,242070,7827
69731,439470,830664,4177
69732,343039,58924,2061
69733,860582,1143920,17672
69734,828709,969745,6211
69735,910409,104077,3301
69736,93255,1409491,5081
69737,240907,1212880,8823
69738,876523,220827,13532
69739,71399,448073,18677
69740,204378,850689,15748
69741,361257,897467,3539
69742,971065,1206277,8548
69743,752783,611196,10029
69744,858805,659629,14318
69745,438927,1425555,14821
69746,831322,1496893,12359
69747,572610,1319627,2736
69748,43564,1413225,9552
69749,366863,453599,5089
69750,865328,1200057,9360
69751,954284,1292383,3745
69752,39982,1026911,5453
69753,271099,765983,9516
69754,188527,477454,15962
69755,159043,68972,7753
69756,433168,1495776,13119
69757,105087,1175360,19791
69758,789893,180857,9569
69759,892733,330302,9932
69760,621197,449377,1530
69761,24931,1246957,1350
69762,580572,115379,10641
69763,567016,789409,10977
69764,99456,567731,2839
69765,941050,1234112,4326
69766,342424,230867,1938
69767,925575,645321,13566
69768,579609,419010,15288
69769,566513,1094064,3565
69770,499955,1464772,9526
69771,349706,926904,13322
69772,725738,1499527,13006
69773,101764,225947,2670
69774,627381,1010583,4100
69775,629110,1030732,7326
69776,504540,579089,12295
69777,502791,1154018,4327
69778,420978,149171,6191
69779,436775,774866,17359
69780,55985,130949,14400
69781,156388,990820,4433
69782,439360,29508,288
69783,331835,314342,1837
69784,533946,1470960,9956
69785,22884,1008808,9242
69786,903786,915873,8880
69787,918673,799422,18286
69788,275642,269505,2985
69789,71341,914976,13218
69790,858792,1252732,2606
69791,342862,446125,5640
69792,974567,212843,19292
69793,675990,1255192,16144
69794,613115,1382931,7497
69795,836190,921964,15373
69796,209479,1294104,12424
69797,629095,1375794,18980
69798,665840,136515,15787
69799,600584,351716,14038
69800,695941,1494550,12514
69801,128115,1480656,8286
69802,718234,688022,2737
69803,205582,645396,5169
69804,769833,1497630,16209
69805,329721,1020621,4072
69806,612652,908359,12501
69807,878790,327874,3806
69808,570174,809580,12983
69809,782716,785890,3491
69810,389895,376987,19570
69811,340431,803761,4356
69812,912552,1473525,15369
69813,569345,396585,9996
69814,485241,1005175,7686
69815,688125,538001,3502
69816,781509,555221,19463
69817,860183,586635,15794
69818,456436,835768,8435
69819,524894,830374,11219
69820,957126,982276,749
69821,876322,1158520,16697
69822,451789,1127064,8656
69823,813504,1055540,18816
69824,484189,1191408,7704
69825,556725,202535,6026
69826,277096,1240185,5097
69827,995143,1497171,12145
69828,232624,554418,12341
69829,454194,32157,12198
69830,63729,650125,18220
69831,899671,1105599,11236
69832,380118,1411092,6675
69833,920623,676719,5727
69834,716072,85694,5263
69835,596106,625137,10276
69836,92547,925816,3504
69837,922881,882357,11700
69838,268623,886080,9571
69839,841710,96542,19025
69840,938840,329402,6186
69841,97243,725415,19831
69842,766764,1228185,4558
69843,220525,1429557,17071
69844,906838,1268897,9429
69845,775782,1181958,13881
69846,621866,1018765,15534
69847,975702,541401,14775
69848,981512,66239,15940
69849,26409,112125,19526
69850,235838,876781,1463
69851,724450,930947,19836
69852,373361,1169716,4319
69853,972295,1342068,5089
69854,363032,234541,12796
69855,833966,259805,17131
69856,92117,751509,10926
69857,936166,96253,4333
69858,964260,216395,16017
69859,117743,205173,4460
69860,210061,734212,7781
69861,993281,472940,15379
69862,389551,16863,8643
69863,78308,1216606,19299
69864,846315,205726,6214
69865,904903,271151,3102
69866,290293,1139759,5497
69867,378643,108232,14267
69868,33305,805710,2340
69869,532172,557299,4169
69870,482722,843384,5391
69871,107222,696609,2766
69872,216398,1364907,706
69873,750045,1239324,14163
69874,402535,482873,4245
69875,200869,1267359,6773
69876,682062,1336924,9851
69877,911789,453099,19693
69878,767628,1029551,18088
69879,823759,1425055,10739
69880,953562,1290159,13387
69881,856799,551194,12587
69882,559694,1317509,8401
69883,828175,1096503,7469
69884,187518,1336827,5804
69885,79686,1492082,8810
69886,88185,1298725,16495
69887,922110,1225885,10662
69888,481,628580,5276
69889,601768,1344183,7170
69890,953175,389472,16463
69891,156036,13991,18277
69892,683106,969267,10216
69893,187020,126351,4086
69894,101534,1042516,1144
69895,443069,585116,11556
69896,802359,310549,16230
69897,386911,1049201,15266
69898,820207,1463851,12180
69899,496319,449463,16664
69900,635875,435071,14371
69901,478050,1225021,3861
69902,894779,1255932,603
69903,743294,5325,6509
69904,220580,742085,3236
69905,363558,1130106,2719
69906,461596,412694,11917
69907,878647,950895,12520
69908,583291,918,12764
69909,736888,1399511,3309
69910,172596,214754,19562
69911,88873,631679,18603
69912,545458,302713,12973
69913,221544,152033,13403
69914,507942,1249217,8275
69915,190525,1256890,10226
69916,874434,1178829,1277
69917,7194,653645,4022
69918,733193,614746,12352
69919,692215,82110,6992
69920,828349,1211562,4562
69921,596707,831867,17226
69922,938318,1189592,7514
69923,181933,1273101,1488
69924,22452,430007,18158
69925,930663,579492,1957
69926,444606,777888,4822
69927,769011,1059339,16389
69928,379407,556268,3059
69929,989694,484486,12073
69930,847915,1144983,10105
69931,26177,1485144,7692
69932,65069,10404,17209
69933,800085,587667,11929
69934,747042,659482,1225
69935,953174,133573,14594
69936,552423,1041457,9318
69937,192798,1219579,3889
69938,211586,430102,13333
69939,526121,973664,13559
69940,845932,100421,3241
69941,553866,149564,5055
69942,52485,312966,15815
69943,911139,769362,19642
69944,178998,37873,16849
69945,44752,72708,5622
69946,458775,129307,361
69947,175345,310602,1447
69948,573355,185232,477
69949,169223,454348,3021
69950,219599,950646,4180
69951,446801,540515,19653
69952,22229,1080563,15409
69953,299322,130235,14390
69954,569233,659642,2491
69955,664466,730227,11724
69956,17715,1081092,7429
69957,1529,1299399,19252
69958,4566,1277118,16477
69959,789388,439272,5789
69960,826846,1378097,15129
69961,756148,624766,16349
69962,30362,679295,5911
69963,337810,941079,7108
69964,227416,90064,2817
69965,437964,1023488,15980
69966,431906,1059861,13942
69967,826826,658606,4808
69968,140470,1107944,12252
69969,333200,514945,18052
69970,351050,827714,16033
69971,422552,1156017,8229
69972,122305,464805,12833
69973,421593,578381,19032
69974,646474,421234,15467
69975,341223,1065403,14969
69976,549792,945959,10134
69977,722290,1218333,8972
69978,295310,76520,12230
69979,801888,1157637,1621
69980,366190,173929,15082
69981,967731,1230180,17512
69982,822292,1345466,8856
69983,388659,413680,15747
69984,41908,589141,6364
69985,29950,1047020,9773
69986,593072,1146803,13956
69987,94864,924456,14181
69988,491292,1054070,13129
69989,5090,1288199,7905
69990,259896,537733,19303
69991,776886,510589,13958
69992,818657,106652,6168
69993,543989,581188,10985
69994,267141,914422,15166
69995,710123,1119444,15774
69996,384100,736493,5334
69997,502328,909873,15138
69998,762888,677970,12284
69999,427517,1350056,17779
70000,399812,1280754,8514
70001,19323,1420645,1785
70002,878705,730860,5940
70003,142235,189929,2283
70004,180375,1450632,6022
70005,824598,937120,4113
70006,775559,1266952,4564
70007,25306,951143,13699
70008,852739,169671,17914
70009,542815,108148,14299
70010,563143,1271967,3681
70011,167407,730753,5984
70012,982002,155192,16373
70013,706733,232038,17692
70014,248961,530956,10239
70015,875625,311404,7947
70016,493607,464820,17853
70017,683904,1038902,19162
70018,56156,738995,18186
70019,620081,612862,2764
70020,307628,336846,19774
70021,317679,381646,10221
70022,964610,1066135,8221
70023,388294,1231643,9572
70024,31552,160672,5314
70025,486097,47323,3268
70026,54588,433436,17222
70027,271698,1326530,3633
70028,767201,781541,11924
70029,998221,1122231,1264
70030,807092,1149888,12893
70031,46171,526548,14156
70032,882863,354159,5260
70033,85737,825287,3590
70034,666118,623,11069
70035,322842,621384,16424
70036,450704,1154352,5095
70037,343305,422130,10940
70038,560788,722887,13853
70039,167425,568481,785
70040,248842,1230555,16491
70041,67923,1429266,16841
70042,942620,748394,800
70043,263179,990505,11110
70044,625412,1350620,3972
70045,712788,1362348,8266
70046,462603,1136428,3796
70047,97278,307214,4835
70048,29944,1484736,11889
70049,457813,187912,8914
70050,6074,991700,11434
70051,353341,676963,5063
70052,190545,749863,17504
70053,930923,84952,12063
70054,403703,1398126,12303
70055,249409,719163,3282
70056,328607,1159813,10777
70057,146963,1320360,1444
70058,1055,572724,18284
70059,178547,265994,10284
70060,694227,788795,9595
70061,817161,846994,2377
70062,762452,23887,10644
70063,664052,1025070,16821
70064,378067,316359,16946
70065,675104,762108,17604
70066,760900,612306,12750
70067,918063,386927,1629
70068,775764,1165713,3138
70069,756396,1303857,13789
70070,743571,1301584,5000
70071,751454,592622,15074
70072,949813,755569,7015
70073,800193,1453674,1771
70074,964522,1292069,9448
70075,922294,359219,5676
70076,122915,1414326,16960
70077,84573,1070230,809
70078,998026,1284373,7511
70079,756691,1399389,9480
70080,906358,971565,6577
70081,642580,552006,7217
70082,496815,753873,1235
70083,284559,498206,12284
70084,226380,284128,13799
70085,941553,433830,3055
70086,747302,290649,6347
70087,393327,896192,9099
70088,79551,1326615,14946
70089,835087,196683,16551
70090,465448,1394106,7054
70091,120938,701889,7973
70092,241227,163992,12577
70093,315208,988292,118
70094,426276,742654,5254
70095,231252,469306,4111
70096,631154,1373948,19048
70097,632010,1310354,4331
70098,19798,114794,2753
70099,794347,589441,19557
70100,283050,457942,18165
70101,782412,624412,16683
70102,951399,505464,15065
70103,293766,642039,3566
70104,839724,311388,10400
70105,408650,1138871,7219
70106,11764,1255210,13887
70107,880587,554986,3778
70108,325257,552546,9837
70109,689324,421484,11585
70110,211997,1150475,3014
70111,320397,1166267,17995
70112,394559,981542,18829
70113,735689,373400,19300
70114,736394,1429869,1426
70115,210912,1163129,16733
70116,178942,1092556,11518
70117,35672,718568,673
70118,559110,685115,10141
70119,671481,86532,6248
70120,74164,56097,17233
70121,313967,904391,5281
70122,864182,861745,19278
70123,41981,898143,3508
70124,808912,1360496,2344
70125,594819,24233,10643
70126,775518,1488379,12942
70127,249389,1171245,8952
70128,215319,680800,14965
70129,486549,828493,15961
70130,980632,614841,2403
70131,623364,395184,15100
70132,138577,1424477,5764
70133,656959,1333897,17203
70134,580235,1220952,16600
70135,864459,1240255,1184
70136,802282,1282738,17396
70137,692297,1416737,16362
70138,259787,638558,8146
70139,725157,206881,6623
70140,31605,559036,3581
70141,336169,754143,12725
70142,82598,34824,10502
70143,532049,200662,6260
70144,743703,960537,3589
70145,902831,1004104,73
70146,279698,563073,4815
70147,532691,515795,8660
70148,565944,973225,436
70149,84326,125406,5000
70150,82207,515273,18642
70151,334060,588591,8836
70152,410568,781039,14437
70153,936467,173561,16086
70154,20031,299121,15215
70155,597295,1333322,14208
70156,757911,1140145,7860
70157,424549,285502,7343
70158,616020,548606,5576
70159,617563,858796,6144
70160,55299,984680,16892
70161,396943,1071569,5841
70162,191596,1218702,9972
70163,277752,298568,7954
70164,520021,159458,16481
70165,840583,1212052,14086
70166,604818,916572,17300
70167,202156,653097,14582
70168,955698,1167084,11663
70169,14604,1299705,17437
70170,664101,596868,8870
70171,589779,829661,2828
70172,743190,537804,17785
70173,752460,173739,11172
70174,407412,26172,17910
70175,495095,1116832,10298
70176,34149,543189,10787
70177,812437,279598,18564
70178,999274,185951,8628
70179,995771,837648,6095
70180,222455,754654,2452
70181,278282,1076887,11809
70182,287853,1364734,9777
70183,983282,165524,13937
70184,120130,1222979,4769
70185,188266,1202401,15118
70186,242877,1100498,18216
70187,897525,993373,18733
70188,566519,68039,7512
70189,383917,461391,6266
70190,111197,632392,15496
70191,516476,1456494,17544
70192,179768,283581,14112
70193,144632,1423514,6419
70194,803160,673124,12377
70195,599061,1267424,18256
70196,513374,382328,13650
70197,344682,207037,13575
70198,929830,1028386,10713
70199,654741,1237407,8375
70200,633477,300086,2116
70201,779919,1411329,19611
70202,252008,962098,17096
70203,505956,1115226,7180
70204,41675,459630,767
70205,698385,1176501,13505
70206,909782,874840,650
70207,62125,1190733,2244
70208,63799,807049,686
70209,512499,912578,3445
70210,962255,395769,14611
70211,922635,1176070,6733
70212,732340,730153,11479
70213,609343,340332,15647
70214,347167,724042,16898
70215,819887,369440,17066
70216,70848,1055316,10011
70217,800578,499454,2273
70218,454119,1389055,14972
70219,953376,158231,7420
70220,823978,976680,17658
70221,90650,1335333,12605
70222,568821,949307,11384
70223,918216,1338496,11164
70224,652558,1494691,10247
70225,147411,214389,12250
70226,392566,1133164,3758
70227,78167,1207331,15134
70228,650999,253207,19141
70229,940277,1106715,7517
70230,824183,344085,9999
70231,130665,228425,9971
70232,116080,1383300,5636
70233,650795,978767,19403
70234,486495,1384808,12037
70235,660942,1172915,1476
70236,490164,264661,12987
70237,843118,206807,10960
70238,107133,1082024,5716
70239,308587,891003,10518
70240,3705,855674,18745
70241,19393,119559,18755
70242,15506,211496,19513
70243,824542,1482855,7302
70244,323673,852798,8146
70245,191458,516673,9984
70246,60281,1435355,1846
70247,443363,1035268,13626
70248,199599,1081417,13374
70249,31202,1397340,14795
70250,235518,1131870,8037
70251,78203,126337,14126
70252,668781,1127376,6702
70253,938690,1384081,6962
70254,260445,852882,9498
70255,296260,1164683,4363
70256,628086,1080238,17398
70257,548211,1079527,17199
70258,487466,829917,11551
70259,418963,600287,12207
70260,757877,982119,770
70261,283208,1425545,15865
70262,392337,1137967,2075
70263,230379,883941,14713
70264,790522,84086,12522
70265,550394,1309505,13494
70266,75796,355005,11574
70267,120991,628585,3698
70268,914597,868921,18619
70269,902683,481136,19905
70270,502319,890908,18718
70271,413903,98549,16909
70272,91421,34912,18717
70273,982721,532621,4565
70274,986236,1386388,1910
70275,765216,999834,4571
70276,268732,1348572,9410
70277,424714,1147588,3076
70278,88199,198726,9538
70279,597608,883290,9588
70280,52424,727849,19899
70281,880490,1124620,9951
70282,637470,776881,1306
70283,723827,1243632,5291
70284,707993,1060503,6673
70285,28115,1460458,15060
70286,514137,215806,12633
70287,888733,34051,18891
70288,744634,1251351,14566
70289,950788,1279551,9440
70290,632346,168251,13241
70291,619947,1185267,10710
70292,445099,1069029,10968
70293,176986,1241776,7814
70294,747663,345623,7962
70295,507844,57542,12125
70296,568346,1314503,6603
70297,43966,1449915,12125
70298,598021,1313591,6592
70299,9813,173153,14752
70300,948553,202620,3245
70301,90152,1432897,10775
70302,154361,1071325,193
70303,760175,4559,938
70304,311602,1411444,13246
70305,520427,610462,16978
70306,706096,839132,151
70307,964597,1046470,8572
70308,368377,41123,10979
70309,392842,385436,10722
70310,514263,1142948,4057
70311,550792,1366931,7598
70312,993438,110108,3942
70313,254670,681923,5697
70314,94751,783869,14198
70315,230156,908405,6949
70316,529457,1184023,4349
70317,724630,778517,3431
70318,451385,737914,5995
70319,307694,1103121,12997
70320,645006,816843,8718
70321,884669,1196647,2003
70322,278034,961690,12734
70323,388406,740681,4954
70324,700634,1078369,1930
70325,470673,1096151,11674
70326,890535,560277,4728
70327,396649,73751,3282
70328,926404,461557,9349
70329,707809,479985,14250
70330,831372,1037998,6644
70331,654214,1280755,5615
70332,725676,1204245,7987
70333,843773,1417096,2137
70334,112806,29276,1585
70335,763358,58097,8032
70336,767311,444729,17280
70337,702747,1296906,8510
70338,200414,796530,16192
70339,11228,727097,1808
70340,1925,617742,18627
70341,13583,12131,15771
70342,821959,251524,677
70343,235488,1056263,18543
70344,628363,493454,9388
70345,290456,909384,1494
70346,291161,23552,16031
70347,2441,1269919,17578
70348,183841,149317,1902
70349,271297,153508,2637
70350,767916,201507,1948
70351,978269,750239,19889
70352,883696,1477296,14067
70353,313645,620509,330
70354,748649,680422,19138
70355,724029,1375520,18641
70356,817841,557963,9436
70357,235800,742274,2436
70358,176685,1113982,12706
70359,104533,1444489,6128
70360,402245,1424437,19959
70361,949263,1324231,19409
70362,207471,1396851,12250
70363,882595,1038064,4637
70364,668565,988117,11319
70365,792419,391800,15359
70366,717816,734969,8285
70367,102763,550578,188
70368,161485,391331,15201
70369,548873,1016306,8014
70370,496702,822325,4440
70371,461985,971131,3635
70372,208604,1465658,2569
70373,808580,703986,16596
70374,378814,215614,1229
70375,986016,627456,9100
70376,869068,513981,16227
70377,703538,1074194,19483
70378,729232,772777,11092
70379,969930,1343642,7360
70380,100707,339069,14889
70381,324638,687174,19059
70382,13538,763804,11367
70383,494023,1045833,13515
70384,243401,87429,1112
70385,280185,994649,1564
70386,41782,1363291,57
70387,555234,517690,7926
70388,308839,423801,5713
70389,180067,1333115,17168
70390,873657,1254071,4414
70391,175450,731068,17475
70392,541478,53395,3730
70393,584484,1297235,12939
70394,3763,384382,2797
70395,899142,646316,9822
70396,483082,319271,1433
70397,995062,68172,10431
70398,515519,700174,7735
70399,234904,815223,7419
70400,183471,443472,10774
70401,731435,430917,5566
70402,442639,803434,18937
70403,197975,1417903,16802
70404,231199,41294,16591
70405,225598,1297110,14968
70406,393938,913055,4919
70407,652545,1235207,10953
70408,554960,1368677,10801
70409,464697,1177041,5191
70410,413096,933625,3287
70411,253268,759437,13910
70412,480366,1009514,13378
70413,915314,1454933,8651
70414,650475,869755,8589
70415,622247,1375499,8958
70416,316686,1325602,19273
70417,478841,405023,18402
70418,960672,593130,6751
70419,564145,555729,1356
70420,76826,610844,4814
70421,65532,472904,7712
70422,951163,1047546,1750
70423,669608,1108717,16307
70424,441767,944908,4770
70425,865344,1489387,13779
70426,46503,1019711,16121
70427,17973,413516,16722
70428,653339,321491,9018
70429,151588,504840,19306
70430,306121,1389498,2089
70431,538257,1123387,1467
70432,34891,1152616,6742
70433,90002,1191772,18080
70434,421288,1252245,11235
70435,1078,48569,19646
70436,708875,1109755,7642
70437,767697,1184770,14833
70438,837062,1470202,3619
70439,311726,351143,14720
70440,982689,730561,2508
70441,333906,118806,10151
70442,341962,645678,11001
70443,603049,292610,15370
70444,640525,1037843,11833
70445,81667,520919,4761
70446,619765,239497,12216
70447,712248,1085123,9452
70448,975957,1280586,11306
70449,446224,86612,12718
70450,701819,690842,11005
70451,816072,661630,17925
70452,526361,1386532,2028
70453,813962,1349144,16092
70454,885793,9736,10675
70455,46053,285110,12658
70456,234997,592896,5257
70457,415446,820396,7673
70458,934518,1421658,9597
70459,476005,11720,14593
70460,513218,790487,112
70461,813237,86472,16201
70462,48043,895334,5296
70463,150731,954562,581
70464,350642,597102,19206
70465,119558,580048,19345
70466,31026,191664,6091
70467,717963,545272,16195
70468,730074,744545,1346
70469,477606,1224491,2775
70470,759456,267781,6217
70471,164943,1494898,7102
70472,897039,727879,1947
70473,119860,352926,5612
70474,71332,1220179,12322
70475,581038,716012,15601
70476,117803,1217014,15906
70477,292418,947695,16001
70478,254741,765999,12651
70479,240429,277335,5926
70480,28552,1258503,17992
70481,787209,1298043,3216
70482,354181,1347232,3679
70483,159587,866271,19951
70484,657971,47130,17422
70485,144407,209733,15064
70486,224014,270057,1930
70487,716199,1313776,1523
70488,547779,1070925,18603
70489,331735,318292,7275
70490,643162,1298327,6776
70491,196,328288,16092
70492,942763,67434,17058
70493,930227,414269,1242
70494,238639,394411,3846
70495,426470,1297066,11002
70496,217168,262458,6632
70497,152061,814120,4775
70498,956619,1017671,4035
70499,527347,1042644,5628
70500,255770,1253431,1207
70501,901253,125398,16725
70502,798105,20751,12524
70503,605038,88082,10757
70504,311006,1233444,16139
70505,233560,427560,6677
70506,591559,48307,16523
70507,417704,92925,16856
70508,210061,585417,9180
70509,531228,1200521,5357
70510,784539,905028,30
70511,236858,1025968,1273
70512,260521,598282,4153
70513,822105,414399,11636
70514,13768,909080,11232
70515,175922,285409,5763
70516,417210,20626,4262
70517,510079,972404,10791
70518,152150,346570,19050
70519,640893,984995,13833
70520,120165,1487239,10482
70521,577910,241236,4889
70522,522833,1191079,851
70523,476377,401627,3138
70524,260117,14435,18112
70525,490990,225063,8689
70526,602129,1270956,6721
70527,404877,1132929,2610
70528,417523,524852,7854
70529,422182,1030349,2211
70530,959616,1379713,4424
70531,272991,1402252,16686
70532,804568,1273809,7246
70533,925874,1030772,9988
70534,528973,1093682,19272
70535,86801,1282480,1049
70536,883996,382769,6855
70537,547616,1249759,19098
70538,302726,1129281,3002
70539,353489,1488964,1423
70540,693256,176883,15719
70541,958786,119160,311
70542,968443,206852,9060
70543,382892,406229,5999
70544,833861,371590,14324
70545,64412,1084653,8803
70546,970044,990137,7896
70547,94988,1394922,17368
70548,737811,737151,6111
70549,298727,424859,15367
70550,357747,1228839,6993
70551,17260,593593,18428
70552,447586,601945,926
70553,749016,734707,1601
70554,42532,1381440,401
70555,160274,321992,4
70556,937125,1449907,14576
70557,887502,325130,3762
70558,121975,953954,19444
70559,698382,363330,15929
70560,499947,518482,10296
70561,490876,203989,1336
70562,242406,941707,7574
70563,781861,374159,5577
70564,981918,774447,12596
70565,52061,1063589,5535
70566,56221,763066,5789
70567,494280,1448138,18216
70568,438670,789543,15878
70569,300363,817751,11132
70570,814580,432029,668
70571,814022,374039,13400
70572,779916,1094508,13763
70573,289583,892343,8782
70574,233722,908238,19093
70575,774183,618924,2791
70576,338237,1460186,11460
70577,851375,1408758,11928
70578,877709,1095735,19928
70579,379687,930085,10161
70580,218994,977173,9037
70581,270803,423832,4690
70582,55612,270761,12927
70583,685260,1373662,13721
70584,422629,822310,6982
70585,680936,104524,1350
70586,156473,1384832,5976
70587,900668,1118403,9485
70588,813492,1487300,11950
70589,852998,438749,3873
70590,806790,952985,8747
70591,990372,841365,19828
70592,189926,1188760,1895
70593,198657,520051,1005
70594,308339,254533,6878
70595,275835,340570,12401
70596,620244,908082,2381
70597,390661,1255076,8593
70598,747301,53200,7280
70599,509048,1310758,17857
70600,626024,1322038,10805
70601,954655,545266,16860
70602,992907,863320,14000
70603,108373,1159363,16660
70604,280662,1343509,4802
70605,252498,1404597,19235
70606,164129,862477,10512
70607,664172,559553,3966
70608,416243,966608,18366
70609,954015,663037,6382
70610,924786,655504,8717
70611,936009,508496,11
70612,726456,161476,5827
70613,833668,51260,1912
70614,647119,35231,13046
70615,587509,1032799,3044
70616,634034,200756,11408
70617,636450,252308,335
70618,495875,586270,7621
70619,107456,723799,9014
70620,332455,1206288,12680
70621,367413,492792,9063
70622,836475,940728,13148
70623,809679,227868,12361
70624,912672,353811,10672
70625,221566,366385,2899
70626,249236,410280,7303
70627,736384,832707,7376
70628,941133,1320620,13348
70629,719150,1471628,18355
70630,538271,933316,11372
70631,192936,558682,16395
70632,894243,1425074,8915
70633,200139,754482,10094
70634,168503,1491396,16362
70635,557254,1328654,807
70636,417855,879522,9622
70637,5578,1320623,9344
70638,731304,728526,9067
70639,284379,1405830,5427
70640,968992,1013188,1741
70641,733501,947491,4860
70642,52187,1239468,10368
70643,745090,62116,4008
70644,760633,834736,12214
70645,96610,1348560,10264
70646,87926,929160,16630
70647,596269,1454742,19318
70648,691105,1435276,17316
70649,543471,1318784,2018
70650,34453,39360,4482
70651,18063,596480,13064
70652,345902,1211030,17416
70653,143546,95986,13742
70654,395097,669417,9342
70655,699714,1342690,1857
70656,238850,7220,19910
70657,31717,1460786,15870
70658,473670,252231,9052
70659,659436,1198046,16053
70660,885123,355714,11955
70661,481710,339489,8705
70662,38893,38218,14893
70663,308598,3001,15946
70664,393385,610930,15256
70665,266610,661758,3999
70666,180477,624981,12455
70667,847638,1348554,12640
70668,202311,1107974,16271
70669,556204,371576,17908
70670,421796,661943,15002
70671,969179,761298,14925
70672,2640,1034629,16671
70673,65172,647174,15279
70674,39697,1450714,9504
70675,965603,856800,5315
70676,225138,573573,18862
70677,572388,1054218,13775
70678,460572,1268129,10687
70679,344813,240438,13435
70680,825059,1267786,15062
70681,842481,1161981,15408
70682,220225,102843,3655
70683,210202,199711,15007
70684,383389,254059,11793
70685,299964,1187751,16699
70686,828679,955405,2674
70687,345786,434137,5532
70688,329655,983465,17430
70689,308972,303680,11152
70690,109201,1494649,17473
70691,375690,686920,15171
70692,577101,832565,16578
70693,239153,657011,16333
70694,39053,1463172,2577
70695,411953,472920,13378
70696,315964,426204,11241
70697,836882,100185,819
70698,129319,146845,17283
70699,57525,502562,14568
70700,345188,105721,13386
70701,184711,913001,14988
70702,191138,1460692,4565
70703,715481,966376,6679
70704,271272,335752,8391
70705,726536,812806,7662
70706,851627,257417,4011
70707,988725,1346259,946
70708,939484,699687,3489
70709,63767,1246269,13596
70710,166416,1486616,14424
70711,609087,1187907,15645
70712,177490,1288654,19509
70713,607085,306020,6103
70714,153122,263183,5490
70715,533829,319783,2083
70716,949923,1338450,9474
70717,977264,73031,9498
70718,540910,1387343,2431
70719,182764,626019,13251
70720,406543,9364,1530
70721,349438,1297226,8848
70722,101114,1129982,12143
70723,646092,591067,10395
70724,751049,729369,12354
70725,122988,632742,4779
70726,861480,1492868,2037
70727,797660,1097590,11477
70728,216449,1399300,10349
70729,279150,609223,2003
70730,804420,586069,17185
70731,543611,1238636,3821
70732,196777,1418024,4585
70733,659035,1414177,8982
70734,258246,965909,15370
70735,958577,923814,7114
70736,609839,328983,4873
70737,562256,770423,18233
70738,776099,841387,11935
70739,592794,718531,7100
70740,785608,1299673,13395
70741,287818,297509,3329
70742,123716,1252727,16890
70743,869408,299901,5991
70744,532481,997934,6530
70745,831521,207159,12752
70746,565764,261281,18847
70747,391340,255262,18020
70748,398837,1112531,1102
70749,145840,1228771,3288
70750,845099,246402,19763
70751,584095,466215,15688
70752,959785,1077835,8686
70753,985653,691447,5928
70754,599140,109282,19605
70755,56820,1461248,19225
70756,760037,635377,13212
70757,832847,409151,1171
70758,570080,1210500,9867
70759,717122,1249559,6374
70760,221295,2835,9007
70761,530733,17728,11151
70762,248475,36112,8877
70763,358048,364104,2153
70764,363154,154238,18462
70765,450093,13298,10243
70766,400098,1357639,16596
70767,69420,286637,2818
70768,580008,99862,18090
70769,564568,1385992,733
70770,317694,66384,848
70771,478049,487427,13887
70772,48198,1259965,15859
70773,600361,1276626,15517
70774,828692,871251,15507
70775,677518,1110993,16299
70776,848776,645347,8393
70777,160979,1322061,4804
70778,625064,953947,7256
70779,763217,196764,11078
