ID,COSTO_NOCHE,COSTO_MENSUAL,COSTO_SEMESTRE,MENSAJE,CAPACIDAD,VIVIENDA
397478,22814,80180,1838639,null,1,1101
397479,42662,484871,1274168,null,3,5944
397480,56737,343059,4538370,null,5,9004
397481,46830,818248,1906021,null,4,19248
397482,59239,450455,6628016,null,3,2238
397483,12380,269081,7141796,null,4,794
397484,47203,39706,6196609,null,2,9645
397485,39412,73545,1970831,null,4,1892
397486,29548,886905,2547837,null,5,4018
397487,65784,903414,3550644,null,2,11723
397488,71231,731117,1525915,null,5,5782
397489,56545,74842,5360740,null,3,484
397490,2037,725983,4629053,null,1,421
397491,69889,811541,5062000,null,5,4724
397492,11418,785284,6625969,null,4,17775
397493,72923,332648,7492605,null,3,15736
397494,42557,217871,792379,null,5,11205
397495,77146,773625,7793085,null,2,7071
397496,46191,865239,3247385,null,2,1999
397497,68935,322081,5798698,null,4,10291
397498,44321,471606,1883825,null,3,4705
397499,65010,310909,2442955,null,2,17718
397500,54582,87883,5190564,null,4,9392
397501,54358,372197,7551907,null,1,17925
397502,22597,526284,1700757,null,4,4225
397503,65130,868702,2119970,null,2,15205
397504,40341,243908,4180862,null,1,12268
397505,64818,38545,6971755,null,3,10861
397506,18541,451572,5144665,null,4,17611
397507,21595,298154,1181739,null,3,14582
397508,36031,392004,474023,null,2,14256
397509,6216,603294,1221407,null,4,2221
397510,44466,319108,6714722,null,2,16666
397511,5603,825096,778634,null,2,14735
397512,34727,891031,2616539,null,3,12641
397513,42923,237068,5003539,null,3,4881
397514,33066,53624,7852424,null,2,9733
397515,61417,546455,7798134,null,2,4735
397516,3338,312423,1580781,null,2,14884
397517,74045,316533,1925325,null,3,5658
397518,44260,530657,454955,null,5,2257
397519,6239,712189,3574048,null,2,14191
397520,23415,602802,4377454,null,3,7663
397521,70050,192013,5878434,null,5,11142
397522,57470,868193,4308313,null,3,19461
397523,25427,391808,6308443,null,2,9549
397524,51933,426192,1926845,null,4,19203
397525,29502,571542,3624673,null,2,2937
397526,6796,715702,3274949,null,2,8046
397527,31803,871022,6734229,null,4,16544
397528,48367,887658,6852257,null,5,9874
397529,36749,22074,2701660,null,4,10803
397530,70930,795808,1114038,null,2,12413
397531,50854,117749,6874709,null,4,3208
397532,49697,747766,1800256,null,5,7067
397533,16059,769637,3347110,null,2,2737
397534,51770,710759,3865530,null,4,12847
397535,17487,738071,1863753,null,5,10959
397536,25982,657202,3551955,null,4,10391
397537,58812,990851,649509,null,3,15274
397538,26426,800222,3921768,null,5,16675
397539,23981,532137,5645059,null,1,14536
397540,14664,522952,98765,null,1,17524
397541,32180,252542,214604,null,3,19257
397542,43153,346140,6916405,null,5,992
397543,48105,733787,324775,null,4,12270
397544,72672,446612,2660630,null,1,8923
397545,7507,885655,6202023,null,4,18354
397546,71575,203950,6476237,null,4,19380
397547,7297,231618,719889,null,5,1115
397548,63788,900309,4575407,null,4,14541
397549,18811,119443,5193526,null,4,13249
397550,73164,559893,7700697,null,2,5336
397551,9224,565019,554601,null,2,4649
397552,48318,246921,4758642,null,4,16035
397553,49059,72762,7800809,null,5,3019
397554,53990,158629,2130833,null,5,17952
397555,61285,833053,3380753,null,2,17776
397556,38163,834431,3835633,null,4,15148
397557,61470,363083,936970,null,5,6311
397558,54006,120011,6632824,null,1,11699
397559,74160,422157,6501307,null,1,2839
397560,64926,379827,1499703,null,2,12837
397561,52215,370512,836158,null,4,12243
397562,68675,44788,872954,null,3,3953
397563,16276,118970,1197581,null,2,8182
397564,74846,492297,4150920,null,2,3078
397565,4038,545978,8017,null,3,10220
397566,34147,844937,3432797,null,3,13645
397567,75444,912192,3457474,null,1,174
397568,17523,871676,1552750,null,3,9354
397569,79544,499251,6926298,null,4,18671
397570,47699,143716,7543156,null,5,7261
397571,36215,643265,7734903,null,2,19750
397572,50770,474654,4768690,null,4,16595
397573,73416,3363,4080321,null,2,17763
397574,25064,216093,1241125,null,4,12051
397575,63887,7127,7753364,null,3,16583
397576,39545,29147,6692908,null,2,2448
397577,16150,236263,6588315,null,4,10808
397578,26874,822199,3318119,null,1,16168
397579,61099,488339,3141361,null,5,19266
397580,7721,600579,2710966,null,1,16085
397581,11866,259987,5042776,null,2,19949
397582,72773,204149,4845636,null,4,19951
397583,77897,883432,2957277,null,5,16212
397584,47931,728088,4149334,null,5,8770
397585,48343,228138,528835,null,4,6143
397586,52189,798938,2684462,null,5,189
397587,20856,366778,3818234,null,2,13084
397588,9407,235747,2708853,null,3,3967
397589,30645,130701,2214999,null,2,15003
397590,27821,67119,6459437,null,5,6867
397591,1833,456825,558454,null,3,1269
397592,63873,62621,4334671,null,3,18421
397593,21656,168583,3240787,null,2,1544
397594,25824,179615,2175222,null,4,5355
397595,33411,946249,4820494,null,5,971
397596,65081,636696,5890324,null,2,2900
397597,38495,10701,5176092,null,2,2719
397598,74886,172262,3779548,null,2,19718
397599,31251,750573,7343257,null,2,10799
397600,18999,795647,5750968,null,3,19829
397601,56915,621008,4790092,null,4,10425
397602,9045,94164,2624364,null,3,9554
397603,72775,35364,823257,null,3,16046
397604,39842,795973,2254424,null,4,19657
397605,78357,232271,2657971,null,5,18797
397606,13985,370543,6686418,null,4,8072
397607,77616,431618,3151089,null,3,10170
397608,39210,274161,4275528,null,3,17691
397609,55974,838844,198082,null,1,2377
397610,48043,635878,7260584,null,1,17737
397611,24386,755701,2070390,null,5,19808
397612,30379,380945,6465481,null,2,4578
397613,47347,502371,67417,null,5,1360
397614,62843,523710,2893783,null,5,6846
397615,63438,633725,4207533,null,1,14745
397616,37293,210761,4808383,null,3,10305
397617,45408,400804,1424582,null,2,12358
397618,73769,923567,2589026,null,3,14820
397619,26905,460518,6586725,null,5,19119
397620,74415,831915,2117024,null,5,19529
397621,17833,638715,5973837,null,1,19063
397622,39240,220814,4723942,null,3,16261
397623,78640,173808,6915282,null,5,9217
397624,39052,230666,3328783,null,1,13216
397625,4935,761665,6606308,null,2,16782
397626,45003,491599,6266304,null,3,2814
397627,77665,827427,1777264,null,2,12556
397628,66402,644038,3110101,null,5,2286
397629,59180,940506,2178131,null,1,4168
397630,23922,714018,7344069,null,5,9784
397631,44103,823345,6919742,null,4,13174
397632,75557,385018,5664564,null,5,4767
397633,15024,156250,2055041,null,5,3862
397634,55117,406398,1940707,null,3,3630
397635,2343,71814,5545402,null,5,12356
397636,68248,390288,7524232,null,2,6211
397637,67906,593926,86860,null,5,3893
397638,8445,396453,5342303,null,3,18853
397639,13814,103094,5940088,null,3,5813
397640,45157,592183,7444735,null,2,6869
397641,15285,746612,619745,null,5,17585
397642,441,983573,3014578,null,5,13291
397643,72009,552831,2146890,null,3,17468
397644,46237,348270,6938724,null,3,8997
397645,65416,206317,6951129,null,5,1360
397646,42407,604113,7638443,null,3,8299
397647,63551,460741,3936420,null,2,3577
397648,26839,62688,2988659,null,4,8872
397649,62107,204786,4065326,null,3,9468
397650,24122,897678,5278506,null,1,7800
397651,16042,498968,867416,null,5,7248
397652,50041,249829,4291255,null,4,11518
397653,2929,205589,5056687,null,3,14934
397654,25080,676961,5550809,null,3,8945
397655,87,556704,5875891,null,4,16308
397656,75905,147815,1901590,null,3,355
397657,73086,876071,6122638,null,1,11733
397658,16104,641174,3466319,null,3,10394
397659,56185,975028,5445069,null,5,8416
397660,75349,997719,3726852,null,4,7133
397661,17824,546961,1724268,null,5,7371
397662,79836,567179,2836997,null,4,18984
397663,31356,141994,5298668,null,3,2982
397664,24018,715869,3092093,null,4,6960
397665,11974,563433,4993214,null,1,17991
397666,53062,806888,2035293,null,4,15611
397667,30476,968122,4603405,null,3,16209
397668,71638,266510,35439,null,5,10399
397669,56033,780936,3198093,null,1,174
397670,29567,452490,4796253,null,4,8180
397671,10725,917513,3761448,null,5,985
397672,2037,11626,2648072,null,2,12184
397673,27022,319398,7439914,null,3,1859
397674,76409,499363,4589876,null,1,10870
397675,58274,630750,6161797,null,2,11360
397676,54316,91187,1176150,null,2,15047
397677,24682,266419,7539064,null,3,13696
397678,10873,281939,7247403,null,2,13294
397679,69509,780054,5606835,null,5,17447
397680,72552,530649,4987851,null,5,14221
397681,67030,520411,2370153,null,4,13214
397682,34194,879226,7830777,null,5,6823
397683,56851,841325,7239812,null,1,577
397684,46207,908206,208175,null,4,4392
397685,62797,55132,7028981,null,2,12746
397686,20573,937281,5650501,null,5,4133
397687,13946,160639,3935014,null,4,720
397688,79341,384217,5732858,null,5,16527
397689,70774,637733,7060545,null,3,1181
397690,338,907603,2685428,null,1,2091
397691,71313,36791,3564674,null,2,119
397692,29999,133449,6484409,null,4,10581
397693,67322,548728,4071244,null,2,16700
397694,12284,794566,7010972,null,4,11854
397695,979,599291,3049960,null,4,7872
397696,10097,126590,2532845,null,5,6328
397697,12266,250867,2714289,null,4,13658
397698,26034,634154,4824051,null,4,8189
397699,25920,240803,6687198,null,1,7056
397700,50632,252140,441349,null,4,12341
397701,79026,774481,4804917,null,3,985
397702,3665,749951,2001235,null,4,16013
397703,5501,963353,4614844,null,2,5348
397704,71455,544533,4160637,null,2,18745
397705,51274,391452,1750264,null,2,19058
397706,56956,168674,1072128,null,4,4644
397707,6302,447677,3564016,null,4,3050
397708,37335,20993,768003,null,2,16059
397709,31288,879914,2466298,null,2,2108
397710,78687,335857,2948964,null,1,1400
397711,8326,632291,3047743,null,3,12912
397712,60711,307688,4980372,null,3,9359
397713,46152,64841,2146825,null,1,11907
397714,56526,930156,5938244,null,2,5781
397715,23221,252034,2650731,null,1,5401
397716,74656,227193,6975851,null,2,11416
397717,31404,542948,5432937,null,2,7094
397718,22475,62596,3447087,null,2,15674
397719,42069,171999,1582507,null,2,16383
397720,73544,592700,4869614,null,1,15076
397721,15492,248686,1194725,null,1,349
397722,78392,351585,1457408,null,1,10607
397723,13956,482378,862985,null,4,41
397724,60858,402295,6034255,null,3,10826
397725,45530,49835,3201787,null,3,16679
397726,2807,145956,3202023,null,4,16091
397727,20746,477955,2641685,null,4,14956
397728,69650,414061,3244169,null,5,10014
397729,46288,134209,7784194,null,3,13684
397730,74760,141714,3547710,null,4,2030
397731,81,746732,1396719,null,2,5110
397732,415,492464,2520488,null,3,18016
397733,76052,849676,4236765,null,5,6938
397734,165,981426,6461485,null,4,18900
397735,63138,274273,6982754,null,3,15326
397736,58122,642831,4216665,null,5,1290
397737,7702,218739,7361650,null,3,19090
397738,43027,990450,6490801,null,1,10233
397739,57913,96295,5533307,null,2,8588
397740,40682,52760,6183159,null,3,18896
397741,23987,666975,1872292,null,1,18915
397742,66550,287955,7344836,null,1,8969
397743,40942,42920,7634471,null,1,11443
397744,31503,964964,2560839,null,4,17735
397745,69068,336923,5567461,null,5,11259
397746,18399,919085,1156896,null,4,5739
397747,73598,990508,4221522,null,2,3078
397748,66828,122416,2939537,null,1,1790
397749,39344,297268,1636786,null,1,4511
397750,38206,61245,4491883,null,5,5644
397751,3587,337923,6659489,null,1,13289
397752,36719,329775,4627452,null,4,16448
397753,14891,310581,1989478,null,4,7851
397754,8407,842609,2787598,null,4,9164
397755,40989,450906,7246067,null,1,15031
397756,42008,814418,1561386,null,3,10066
397757,27145,470266,1911991,null,5,14094
397758,28693,650925,1186009,null,1,4781
397759,8486,76711,4663550,null,2,19581
397760,6024,319138,1118668,null,5,13260
397761,48585,285224,5811048,null,2,6419
397762,34324,333543,5896694,null,2,9847
397763,46536,538964,3502046,null,4,12364
397764,42942,908035,7008495,null,4,3237
397765,24860,599892,5100103,null,4,15761
397766,26809,696724,1225813,null,1,8374
397767,65763,716467,4485733,null,4,15406
397768,39197,472552,3553769,null,5,17795
397769,37192,337576,618623,null,2,2641
397770,32149,268531,1628507,null,1,2073
397771,60768,781484,1717241,null,5,18037
397772,32441,248488,6357219,null,5,17560
397773,70018,33832,1536468,null,4,1989
397774,33685,375120,7386846,null,4,917
397775,8746,155938,1349866,null,4,13612
397776,62706,187093,5197896,null,4,14183
397777,50093,195236,7755279,null,4,14114
397778,45646,818021,2124354,null,2,14957
397779,1282,892211,5127419,null,4,1871
397780,35054,466074,1101768,null,3,2513
397781,75930,109359,1719479,null,1,8646
397782,15568,205195,3975796,null,2,11932
397783,3987,399634,7700478,null,3,10127
397784,55701,797421,178512,null,5,9991
397785,18527,813247,3614799,null,3,696
397786,61554,268733,5868028,null,1,18746
397787,54866,815573,7624064,null,3,18329
397788,41161,532819,1835339,null,5,6758
397789,44325,802768,6191543,null,1,13848
397790,14565,816528,762390,null,1,7680
397791,11315,97938,4730872,null,1,1207
397792,70122,85917,2176170,null,3,14373
397793,10079,264921,589735,null,2,311
397794,21852,574759,322286,null,2,4983
397795,61374,446536,1969080,null,4,11291
397796,593,84749,5507237,null,1,7547
397797,77745,119494,2278475,null,2,17502
397798,12954,412287,4285671,null,1,14909
397799,35868,865393,2318905,null,4,4804
397800,21801,862337,7672078,null,4,6095
397801,45480,51034,6269729,null,2,17335
397802,3103,696795,3497153,null,4,16528
397803,40512,451075,5439652,null,4,7172
397804,68187,948707,4795294,null,3,12995
397805,8646,424570,6418871,null,1,13504
397806,77965,106144,6336851,null,3,17935
397807,23961,759103,4131513,null,2,13815
397808,12198,682310,5586000,null,3,11889
397809,42343,467642,7261456,null,1,3924
397810,69530,459735,1192624,null,2,1262
397811,51396,666400,5039977,null,2,9041
397812,5829,150116,710224,null,2,5001
397813,60635,301095,1351267,null,4,19765
397814,41366,49587,2603903,null,1,17761
397815,12554,200770,7713517,null,4,6480
397816,870,552523,776891,null,1,6536
397817,24782,257969,5914992,null,5,11919
397818,35581,77577,1306059,null,3,3696
397819,51563,902144,5151992,null,5,18403
397820,48017,486967,5877016,null,1,7370
397821,1559,195661,7919796,null,3,10602
397822,16635,445660,1381429,null,3,8301
397823,70847,323307,5481261,null,3,8985
397824,45219,991890,7891325,null,4,18272
397825,50628,646515,860971,null,4,19378
397826,60813,820297,414098,null,2,13546
397827,34668,106714,6175302,null,5,1648
397828,44924,246088,7192167,null,2,7748
397829,77926,477432,6572200,null,4,7580
397830,67505,710044,464211,null,1,14586
397831,78202,221175,3244067,null,5,17460
397832,30109,888272,547851,null,2,17543
397833,21570,180403,3584056,null,2,13501
397834,7147,612081,508515,null,1,11960
397835,75329,183847,373987,null,3,8760
397836,21621,940109,273548,null,1,15745
397837,65445,709035,4885995,null,1,346
397838,36554,600444,7708045,null,4,1801
397839,14637,386444,1595800,null,1,14949
397840,683,97455,4987349,null,4,7265
397841,50061,76880,221557,null,5,13997
397842,51948,102758,6841342,null,5,12519
397843,24292,337192,4190834,null,4,1010
397844,14191,813557,6197758,null,3,17057
397845,56746,744949,6989540,null,3,8792
397846,66123,197269,6324337,null,3,4619
397847,63158,690050,5175986,null,2,4933
397848,60244,656725,1249782,null,1,16538
397849,41537,825820,724655,null,4,6354
397850,5527,494873,5488651,null,4,16785
397851,13364,654521,4174130,null,1,8657
397852,67802,537339,6342843,null,3,19307
397853,53499,333311,2132171,null,1,16274
397854,68493,999416,5598722,null,1,14381
397855,28296,678383,6492990,null,5,10877
397856,20574,125620,1225129,null,1,16286
397857,22140,719541,167818,null,4,9684
397858,46661,398032,6419748,null,2,17928
397859,60358,55748,4042017,null,1,11545
397860,62101,151373,4868496,null,4,14151
397861,68749,812668,4079360,null,5,11993
397862,54675,453940,5478882,null,5,2151
397863,5042,576986,167515,null,1,9826
397864,70820,169326,837336,null,5,3822
397865,61757,668387,4440495,null,5,5654
397866,79062,676090,6936820,null,1,19429
397867,59316,736770,6042629,null,4,6639
397868,9445,883734,3908009,null,1,4855
397869,61678,926655,1238494,null,3,3248
397870,48885,535539,4893506,null,5,13876
397871,72465,650351,1675240,null,3,4594
397872,33392,135186,321185,null,4,12970
397873,40142,59245,3660666,null,1,3776
397874,26522,670347,1704891,null,2,3350
397875,76477,999730,6602703,null,4,860
397876,5524,39697,3361783,null,2,4926
397877,5254,681774,3258794,null,2,13261
397878,34921,992148,3129838,null,2,15101
397879,11964,860728,7373439,null,1,10971
397880,66957,428099,5063809,null,1,10901
397881,51860,665341,3588649,null,4,6246
397882,48299,728266,6221471,null,4,10067
397883,32043,692185,301462,null,4,10007
397884,72912,678876,3459242,null,2,6791
397885,56612,909992,1056396,null,4,15785
397886,29774,343599,7613731,null,2,19237
397887,45677,705552,6009213,null,1,7593
397888,77698,657624,4036953,null,1,15953
397889,14494,30271,7359602,null,2,1583
397890,7446,181687,7736369,null,1,9658
397891,8506,563130,6977912,null,1,1880
397892,7485,325387,1735179,null,5,14522
397893,19872,181705,2681771,null,5,7915
397894,51694,144704,7729681,null,2,1442
397895,63291,43876,2253727,null,5,11248
397896,20959,526810,2145018,null,5,2350
397897,76459,381602,6956563,null,3,13062
397898,2200,642837,5333603,null,5,6230
397899,43543,850902,3656252,null,3,12738
397900,65666,660296,387354,null,2,1765
397901,48017,143006,3909290,null,1,18098
397902,29725,184517,2500061,null,5,7534
397903,47293,633763,383519,null,5,5428
397904,54536,698244,4906209,null,1,17344
397905,45708,871055,3154642,null,5,15022
397906,66844,174599,746873,null,5,12049
397907,17197,770346,1294150,null,1,13241
397908,61579,259029,4731085,null,4,19801
397909,72359,209517,4726419,null,2,14860
397910,30493,449741,3793263,null,5,17360
397911,21161,738852,2858472,null,3,8182
397912,22350,320864,4736665,null,5,18269
397913,25793,90455,767381,null,2,3575
397914,66458,642124,3161940,null,4,7200
397915,69914,504900,7120131,null,5,13804
397916,63782,744914,7978164,null,4,9838
397917,15546,339582,3083545,null,3,16351
397918,42045,192028,5986279,null,3,10252
397919,24515,554583,2431620,null,1,5920
397920,39534,317768,177248,null,5,5166
397921,71565,984644,986304,null,2,4703
397922,78818,576799,3761850,null,5,18436
397923,51699,402723,7664120,null,5,14465
397924,24429,923306,3983462,null,1,14927
397925,66839,548971,305750,null,3,9091
397926,79164,990113,74401,null,4,13011
397927,58013,163909,2246581,null,3,15978
397928,79417,254111,7591623,null,2,9191
397929,52315,98673,6822493,null,5,12649
397930,48402,37275,2519665,null,3,11270
397931,47852,349730,7940606,null,3,4026
397932,16763,865175,3197770,null,1,7870
397933,37813,507732,7999818,null,5,8066
397934,39399,713201,3029284,null,4,17831
397935,67712,452915,4509132,null,2,15905
397936,12941,597497,7331726,null,5,14974
397937,48075,557935,500226,null,2,10070
397938,64915,729998,5310130,null,2,4231
397939,42153,817839,484048,null,3,17020
397940,58306,375521,6609313,null,2,11529
397941,65094,536237,499225,null,4,16186
397942,69063,450652,7220103,null,1,16274
397943,29117,949,6528109,null,4,16296
397944,24035,205045,4250861,null,3,9827
397945,30962,533416,4695315,null,2,7244
397946,7753,256864,4540969,null,2,12352
397947,64459,513540,6008721,null,3,1691
397948,4072,800929,4138858,null,1,6056
397949,34594,633942,3325342,null,2,5715
397950,1401,18149,4534202,null,4,10574
397951,33977,850190,7981906,null,4,14553
397952,36221,686438,784311,null,5,11858
397953,53165,831527,3346861,null,2,11802
397954,41972,138774,4765738,null,5,12211
397955,65451,14262,6254434,null,1,19969
397956,41429,347951,6482065,null,2,9586
397957,38652,548571,7422189,null,5,13766
397958,22357,888358,2813557,null,2,13993
397959,32336,963501,921724,null,3,236
397960,13538,99403,7572796,null,5,5660
397961,67558,900960,7948348,null,4,15970
397962,44014,569231,5602316,null,2,3267
397963,24298,255120,5365,null,2,1627
397964,73094,690572,210664,null,1,5648
397965,43033,132704,7392018,null,1,2208
397966,68677,523396,325261,null,4,7839
397967,57552,487253,1509152,null,2,9931
397968,1080,116937,5904708,null,4,5063
397969,72228,814221,5858783,null,4,16554
397970,14253,316324,7079454,null,2,4327
397971,13072,864771,5168409,null,5,14710
397972,29445,270120,5929154,null,2,3150
397973,3476,9537,6958229,null,4,6686
397974,60346,474320,3649373,null,5,11170
397975,20336,77281,1608012,null,3,2797
397976,64597,418397,1466066,null,5,8612
397977,68666,738210,3443025,null,2,13967
397978,21754,991558,5206998,null,1,9332
397979,48683,513663,5535348,null,2,7658
397980,79472,13019,5831111,null,5,19584
397981,57825,447204,4114356,null,2,1818
397982,33414,857712,3676833,null,1,4151
397983,15746,135309,3979493,null,5,5900
397984,63313,166517,5953397,null,5,10167
397985,15004,400057,7574655,null,2,10062
397986,41651,755493,2777898,null,5,6580
397987,71645,346111,7645660,null,5,9359
397988,74810,469782,3245418,null,1,10971
397989,13264,373748,1891315,null,4,8698
397990,9196,628559,2098727,null,1,8631
397991,51023,147339,5092082,null,4,4255
397992,78498,90949,1381927,null,1,1293
397993,39646,199560,4190569,null,5,18714
397994,31543,834327,4418905,null,4,4423
397995,26885,843902,6773627,null,4,15877
397996,76486,782589,6062066,null,3,6488
397997,6827,710157,3392175,null,1,13119
397998,5921,224395,3217692,null,1,6958
397999,57545,68198,5667827,null,3,13516
398000,14133,805289,198435,null,4,17661
398001,45465,946294,2237378,null,3,6277
398002,24628,684150,6963590,null,3,17120
398003,15763,746141,6023541,null,4,9029
398004,4573,260224,5911637,null,3,5478
398005,69642,24039,7734701,null,5,19353
398006,50005,680222,715536,null,1,16424
398007,68918,980638,586240,null,3,5909
398008,40655,274563,6553162,null,4,17992
398009,37659,923036,707691,null,5,4741
398010,58399,104626,1455287,null,3,13606
398011,76391,723850,7969008,null,3,8884
398012,15180,728618,6068293,null,3,8136
398013,27043,189892,6708265,null,1,19144
398014,77271,828759,2087825,null,2,5679
398015,53190,771537,6605418,null,1,19543
398016,6067,161777,501271,null,4,7926
398017,62352,904125,949001,null,2,11109
398018,75193,426845,6896739,null,5,5408
398019,52587,186673,1626917,null,4,3661
398020,11827,84626,63496,null,1,16416
398021,1692,390592,2658521,null,2,11793
398022,23695,487938,4249972,null,3,7684
398023,24604,506065,7646208,null,2,8654
398024,73568,284988,15614,null,1,17737
398025,5095,43738,875630,null,4,11034
398026,29400,621260,5606976,null,1,14897
398027,19427,884005,5045898,null,2,13495
398028,45731,239143,7243296,null,1,1965
398029,53026,253938,1019445,null,2,6795
398030,35631,732915,1744616,null,5,13342
398031,59509,43389,2360849,null,4,13135
398032,16871,77674,2393878,null,5,13221
398033,72779,120840,4106659,null,1,1828
398034,7875,546018,2116657,null,3,5260
398035,42787,271305,7173683,null,2,363
398036,759,58705,7932945,null,4,13542
398037,3454,321326,459948,null,1,631
398038,67412,496993,2255295,null,2,14672
398039,77922,220482,5959832,null,3,1365
398040,39494,583667,404180,null,5,15174
398041,3772,234641,5149112,null,1,13740
398042,59023,138254,5444376,null,5,10389
398043,20639,543245,3214199,null,2,4996
398044,51493,374478,3479234,null,2,12213
398045,62275,870805,6078248,null,5,7525
398046,77518,465951,5636289,null,2,290
398047,41390,199836,4934819,null,2,3519
398048,10159,450695,3040094,null,2,6991
398049,59461,22331,1140057,null,1,1768
398050,67198,155999,7923184,null,4,13131
398051,31884,959445,2763879,null,1,18136
398052,42400,947325,882411,null,3,544
398053,77977,204144,7588378,null,3,12759
398054,65139,23123,2181433,null,1,2620
398055,58758,230344,3526382,null,3,14144
398056,34092,106975,4135679,null,2,17279
398057,55283,763695,5926669,null,1,14569
398058,79830,89914,5449541,null,1,4378
398059,1056,351426,1207219,null,3,10070
398060,49695,258759,1697896,null,2,9750
398061,26491,59834,5659282,null,5,15047
398062,78925,357910,6149432,null,5,12585
398063,4540,463406,688447,null,4,3387
398064,52719,656685,7871080,null,2,14695
398065,19977,649937,2448133,null,5,16600
398066,8306,114396,45996,null,1,3556
398067,49206,792761,847683,null,2,16638
398068,53802,194008,6530713,null,2,2311
398069,73681,747713,5158647,null,1,17005
398070,16752,83718,1811132,null,5,6810
398071,15038,805301,6353899,null,2,8377
398072,37001,630298,6623644,null,1,14971
398073,61274,427074,1718375,null,2,3243
398074,16406,602273,2086610,null,2,2993
398075,47268,47982,6732747,null,2,5598
398076,42587,847721,162872,null,4,11590
398077,45839,487862,4613781,null,5,10157
398078,75294,761565,250289,null,5,1080
398079,16418,400216,7061298,null,3,742
398080,73433,999863,6556113,null,3,14414
398081,27071,599633,7165864,null,4,6977
398082,45433,938303,1119455,null,1,10466
398083,41441,760263,6060575,null,1,5748
398084,17221,751600,7618483,null,4,5855
398085,62640,732503,6171255,null,3,14250
398086,67210,354051,6120751,null,2,12811
398087,63006,181139,1394057,null,3,16532
398088,44249,606766,3642966,null,4,7703
398089,55656,507291,2003828,null,3,3996
398090,66094,296307,4433014,null,3,12687
398091,24135,672264,4776734,null,2,3372
398092,37262,884532,5064206,null,1,13889
398093,40234,754791,3294453,null,1,8377
398094,20726,464789,3202393,null,5,3903
398095,64761,505170,2926438,null,4,13205
398096,69691,867047,1557673,null,5,9456
398097,40000,772971,3526885,null,4,16363
398098,63022,739606,3913273,null,1,6577
398099,39996,613824,3986225,null,5,9424
398100,17225,904661,5546468,null,2,10152
398101,57918,367523,5040562,null,2,7051
398102,51992,15723,2489905,null,1,2801
398103,37304,828350,252105,null,3,494
398104,46880,659650,4394095,null,2,2842
398105,28341,653322,6186693,null,4,12903
398106,74949,938883,2090151,null,4,5035
398107,20208,434837,6758005,null,3,2743
398108,14285,837029,4197722,null,4,419
398109,30459,515816,2196566,null,5,1065
398110,55786,484215,1057280,null,4,4564
398111,1224,506742,7984230,null,4,15966
398112,69853,790251,2056542,null,3,10972
398113,5630,837995,306954,null,4,15929
398114,58456,813150,5466051,null,1,7624
398115,19212,549705,53163,null,4,3988
398116,7017,981245,4057302,null,5,12379
398117,1278,468007,6113507,null,2,5751
398118,8360,609057,152699,null,1,8333
398119,23993,855825,7809964,null,1,19210
398120,50898,140803,1929023,null,4,19423
398121,26298,528819,3463599,null,2,2111
398122,2749,296907,6400868,null,4,19007
398123,71405,82204,5393048,null,5,15398
398124,72527,685577,2123290,null,2,17603
398125,7377,61716,5385482,null,1,13972
398126,5952,918835,4722494,null,5,8340
398127,24519,649250,543009,null,5,16699
398128,53079,349676,2946126,null,5,3347
398129,5125,143422,1465682,null,3,5084
398130,60516,158209,1680138,null,1,2541
398131,22690,980059,707624,null,4,15682
398132,72878,830847,2609625,null,3,11820
398133,45717,662756,4564081,null,2,13929
398134,19326,471560,515578,null,1,804
398135,25354,371493,3677683,null,5,13566
398136,68743,582671,5898994,null,3,2826
398137,15139,530335,3750247,null,3,6132
398138,55986,111667,6334745,null,2,18368
398139,34795,221628,4172054,null,5,11963
398140,64718,233495,2575615,null,1,8390
398141,21343,531382,6831067,null,3,9696
398142,6918,113508,3859279,null,3,8251
398143,68571,423879,3105451,null,4,3779
398144,29945,819655,2312061,null,2,14096
398145,46816,582747,3576545,null,1,3953
398146,63820,956578,4036341,null,4,9888
398147,47347,233890,2995141,null,4,4104
398148,32160,860507,4707685,null,2,17758
398149,57220,774356,1200705,null,5,15152
398150,35996,223437,3138032,null,5,9906
398151,7912,498679,2455794,null,1,2898
398152,57860,595944,3951058,null,5,13922
398153,68108,950011,3115379,null,1,19622
398154,47078,336135,6416894,null,5,16722
398155,50978,442124,3297838,null,3,11573
398156,10276,443213,6554998,null,1,11079
398157,74050,426388,3156231,null,5,16489
398158,60920,175703,1075316,null,1,1083
398159,3407,606860,6893589,null,4,17587
398160,14547,616325,351564,null,4,15847
398161,64746,553100,410492,null,4,2321
398162,19061,287890,2672856,null,4,15205
398163,31617,858606,6548175,null,5,2940
398164,10953,169164,4852515,null,3,13975
398165,49833,976534,5452593,null,5,7545
398166,36759,919920,5467244,null,5,13490
398167,40312,607013,6856587,null,2,7719
398168,61718,701830,5606846,null,2,8227
398169,36194,391832,1599250,null,2,104
398170,60232,556989,3375221,null,3,14
398171,54392,760586,7809385,null,1,16175
398172,2394,289720,2238134,null,3,8047
398173,40320,268810,3119423,null,5,5495
398174,49885,817314,2687823,null,5,10914
398175,21087,878338,1645937,null,1,7180
398176,72152,923200,2918831,null,4,16455
398177,57026,206711,7931924,null,4,10082
398178,22170,230534,4785650,null,2,290
398179,52820,529213,6065584,null,4,18587
398180,27300,797457,4381499,null,4,1012
