ID,COSTO_SERVICIOS,PERSONA
16381,287355,16469
16382,875269,140805
16383,228481,11637
16384,220772,95033
16385,211700,115807
16386,340381,74523
16387,244527,121171
16388,240126,105114
16389,921994,4794
16390,197002,65892
16391,265002,106144
16392,938318,38999
16393,764901,119173
16394,590502,37097
16395,426838,111396
16396,515245,117773
16397,944163,67237
16398,458470,120796
16399,240984,102180
16400,213499,116765
16401,15876,147376
16402,106404,50389
16403,939720,116183
16404,439605,149383
16405,530169,141319
16406,142122,4012
16407,94504,133496
16408,947333,148620
16409,704788,86771
16410,150229,81388
16411,883343,75659
16412,579819,88434
16413,445636,115159
16414,179544,1516
16415,237232,28012
16416,739532,92782
16417,234881,58525
16418,769463,103479
16419,565043,102259
16420,362868,127609
16421,223952,122076
16422,548530,114553
16423,866298,135382
16424,12067,60797
16425,780772,137639
16426,54277,60751
16427,711654,25755
16428,187409,54726
16429,253520,22333
16430,863315,47241
16431,173098,48
16432,463573,6920
16433,966463,92529
16434,784761,35454
16435,823269,110620
16436,335112,75635
16437,770244,114607
16438,540664,72680
16439,779123,82282
16440,935800,64247
16441,877330,130101
16442,919764,136468
16443,487934,37542
16444,84918,35296
16445,983438,149666
16446,132142,14986
16447,753517,101633
16448,85708,94475
16449,143523,132454
16450,482081,18374
16451,85290,115233
16452,676277,74270
16453,821442,57510
16454,19098,54334
16455,955121,41100
16456,947330,8129
16457,485736,60586
16458,994027,125517
16459,628251,66193
16460,372505,148489
16461,92239,120477
16462,350471,113665
16463,382874,36126
16464,664530,94893
16465,382110,147936
16466,716598,6280
16467,261597,71970
16468,703733,84459
16469,274770,63185
16470,478513,105836
16471,248657,54554
16472,494589,82844
16473,362536,1562
16474,969716,111567
16475,255299,55247
16476,373072,148519
16477,622208,64463
16478,56692,65618
16479,656187,90674
16480,194724,140065
16481,532379,17432
16482,807188,116820
16483,54582,2140
16484,560556,135801
16485,798003,83788
16486,631489,79181
16487,325788,128784
16488,991211,56294
16489,648473,52706
16490,738913,56773
16491,91222,129381
16492,169652,104860
16493,575783,4002
16494,93538,125616
16495,316671,27246
16496,428478,74283
16497,821553,102514
16498,947656,139318
16499,634554,51356
16500,712752,36306
16501,982874,130813
16502,789695,123073
16503,590551,108116
16504,155733,63023
16505,213891,111244
16506,577253,56571
16507,973506,90472
16508,526854,145013
16509,539685,5027
16510,189566,108929
16511,718989,76651
16512,748992,71103
16513,132423,4954
16514,797392,32464
16515,958674,46836
16516,673608,30833
16517,477207,95651
16518,247643,118954
16519,131108,127100
16520,905081,38600
16521,795405,104748
16522,653241,75028
16523,315847,10688
16524,315575,11892
16525,18960,77373
16526,385202,4132
16527,640383,102697
16528,728243,60561
16529,333483,80101
16530,939461,104224
16531,964300,46210
16532,140727,69699
16533,201472,105003
16534,15061,7563
16535,712969,119912
16536,475954,117222
16537,431254,22444
16538,804122,38393
16539,319311,82889
16540,217439,143720
16541,771910,146719
16542,846066,46213
16543,578976,47505
16544,649125,30312
16545,602051,3060
16546,740540,36611
16547,275024,47683
16548,865733,80149
16549,389243,60177
16550,76878,88187
16551,754011,80587
16552,947458,7640
16553,436929,32283
16554,979569,28763
16555,234656,24496
16556,61175,136170
16557,272745,11649
16558,816221,12159
16559,170368,63908
16560,24628,85691
16561,328598,130948
16562,112494,16744
16563,733971,117664
16564,442003,101618
16565,683732,54628
16566,714671,72400
16567,688742,88455
16568,572815,74709
16569,789860,126512
16570,69395,54810
16571,98522,12354
16572,318466,57246
16573,540424,75770
16574,534732,76772
16575,916851,119831
16576,536730,69124
16577,782692,58183
16578,782298,105171
16579,593480,98997
16580,342612,38913
16581,721911,4157
16582,155345,8568
16583,88692,19476
16584,316027,64420
16585,672530,17743
16586,969634,91734
16587,314865,43919
16588,287491,52951
16589,633974,58705
16590,329153,71827
16591,519306,136777
16592,134777,51692
16593,505875,73413
16594,468705,122697
16595,647055,48910
16596,151076,3937
16597,758741,93362
16598,373470,50618
16599,169204,73906
16600,639645,72699
16601,482345,127362
16602,489512,32197
16603,620503,40819
16604,916732,91045
16605,382030,145589
16606,16763,48242
16607,384204,35053
16608,28194,67043
16609,96830,114688
16610,119365,76031
16611,788995,81183
16612,269231,130134
16613,506586,113215
16614,979790,28692
16615,341123,80410
16616,708870,33974
16617,489505,93105
16618,198738,88554
16619,974780,85368
16620,900487,134213
16621,162505,82271
16622,143885,129828
16623,397317,46165
16624,569831,21299
16625,62729,143406
16626,100482,82684
16627,157630,141009
16628,605421,36797
16629,897851,71950
16630,634104,77476
16631,582438,45189
16632,124319,127881
16633,707263,93099
16634,840405,102701
16635,161886,108826
16636,60822,35525
16637,557265,42186
16638,988109,32447
16639,128346,5083
16640,59499,4745
16641,841527,50337
16642,597842,59110
16643,663431,24605
16644,978299,72789
16645,254012,84340
16646,253801,137259
16647,374233,76631
16648,464757,51596
16649,434004,37627
16650,889225,128908
16651,622344,38274
16652,969181,99501
16653,362679,117407
16654,655863,105531
16655,110378,26970
16656,111916,27804
16657,193638,113542
16658,907280,67173
16659,352316,70581
16660,101455,91167
16661,563944,85934
16662,459156,11643
16663,716515,18196
16664,346762,54113
16665,84124,57579
16666,952761,44105
16667,153220,131283
16668,950603,83035
16669,447413,51521
16670,297483,10453
16671,389175,127358
16672,790455,33595
16673,647399,132643
16674,12507,55429
16675,956238,144459
16676,375829,13065
16677,699585,72027
16678,746331,47586
16679,441290,18474
16680,405711,147432
16681,896087,132065
16682,319820,90580
16683,168597,125603
16684,838239,112556
16685,234494,20381
16686,905314,68536
16687,849297,60593
16688,1344,103687
16689,301705,145557
16690,838182,130920
16691,657048,29955
16692,735286,112201
16693,645432,54485
16694,511115,147047
16695,136546,143040
16696,629349,5017
16697,934616,92679
16698,15305,44666
16699,914419,54005
16700,872,49931
16701,780384,16982
16702,107364,32507
16703,87976,78751
16704,923341,127449
16705,575595,23358
16706,788719,62323
16707,336044,137363
16708,370022,54689
16709,104609,9367
16710,622767,108582
16711,972114,26943
16712,355361,12286
16713,179057,85305
16714,231428,56417
16715,977111,38921
16716,101874,126124
16717,525922,1600
16718,604699,51806
16719,258530,148330
16720,966541,106225
16721,855945,94558
16722,287569,38099
16723,711627,8552
16724,391062,68244
16725,721716,32723
16726,426672,85153
16727,2649,138510
16728,297037,106306
16729,188704,43939
16730,940,139587
16731,933501,147644
16732,927007,48724
16733,326136,138817
16734,463706,62669
16735,814115,40184
16736,904381,36060
16737,891036,116626
16738,31746,12688
16739,160313,122958
16740,33035,58156
16741,643053,63143
16742,496534,100374
16743,588947,36035
16744,591834,129413
16745,925958,99706
16746,36269,143541
16747,726895,116145
16748,275642,110198
16749,758047,41287
16750,799314,133034
16751,251354,6812
16752,38690,52946
16753,461076,146127
16754,240672,75200
16755,480042,118884
16756,579339,8699
16757,130334,131641
16758,723706,91142
16759,794579,7144
16760,847116,121767
16761,211893,90738
16762,714890,6237
16763,185029,63540
16764,922718,99202
16765,143372,69747
16766,622060,87192
16767,250959,106227
16768,480509,135893
16769,235162,92599
16770,268955,65662
16771,892272,19124
16772,666205,134539
16773,822360,7917
16774,177402,138114
16775,407827,82858
16776,599232,47212
16777,397252,54329
16778,105465,43316
16779,391594,112766
16780,603592,128105
16781,617112,123233
16782,262775,145714
16783,259633,50560
16784,378136,47392
16785,832953,2623
16786,210629,69304
16787,407578,83428
16788,682931,80552
16789,124320,64547
16790,347416,122535
16791,358400,147929
16792,823479,3466
16793,647849,58015
16794,974460,68459
16795,753834,52057
16796,135033,42096
16797,169158,41716
16798,361219,111396
16799,824464,7900
16800,274802,58314
16801,750293,38533
16802,23793,30747
16803,72311,100143
16804,341993,67474
16805,552878,18301
16806,69598,34726
16807,785690,134517
16808,901453,67558
16809,771716,47103
16810,312681,114829
16811,866101,142833
16812,981510,16417
16813,741253,19274
16814,567011,54406
16815,644690,3974
16816,8015,9872
16817,262655,42863
16818,515839,36504
16819,159869,27228
16820,974691,38598
16821,396834,144983
16822,202825,95739
16823,112168,45188
16824,343419,610
16825,258306,42892
16826,144420,149479
16827,756001,118378
16828,124994,23308
16829,355039,72392
16830,167797,92005
16831,923922,99586
16832,557460,69470
16833,16621,110
16834,291570,15272
16835,214544,146239
16836,701385,105122
16837,794790,28199
16838,755319,1350
16839,245078,24365
16840,856514,44734
16841,199097,85883
16842,686540,85617
16843,606986,62694
16844,65711,4651
16845,955587,20550
16846,264095,77625
16847,814285,46372
16848,291412,67572
16849,315462,31443
16850,847381,62601
16851,956492,33273
16852,179790,138292
16853,442664,131440
16854,387685,85781
16855,179508,49917
16856,641753,123751
16857,756917,29021
16858,345103,69601
16859,359930,99669
16860,677157,20464
16861,437476,16185
16862,564887,28618
16863,849811,145860
16864,484523,120286
16865,439488,4206
16866,831430,127593
16867,599411,142
16868,375061,84732
16869,211779,38272
16870,220448,6080
16871,712697,139517
16872,451821,28813
16873,182719,11699
16874,69569,122668
16875,691214,15355
16876,146389,90926
16877,425825,42523
16878,833403,77883
16879,992720,86820
16880,704980,120322
16881,215669,69529
16882,514241,10907
16883,302648,123026
16884,810655,88292
16885,564096,86503
16886,38027,49105
16887,83987,105283
16888,561049,105868
16889,886833,137593
16890,219751,10380
16891,456286,149007
16892,203090,115293
16893,432870,72451
16894,976783,13946
16895,365373,39546
16896,685530,22568
16897,764766,20573
16898,429141,32651
16899,857256,48946
16900,185014,36311
16901,868004,26078
16902,99234,132438
16903,442099,102589
16904,348855,27632
16905,608144,119485
16906,992333,132365
16907,655545,138997
16908,409078,68061
16909,218632,77239
16910,93978,61952
16911,647617,33557
16912,29545,128033
16913,717605,1887
16914,540530,5590
16915,36138,78344
16916,83078,94905
16917,98868,30738
16918,200254,87739
16919,797749,54717
16920,796136,107994
16921,53377,54676
16922,983810,63706
16923,599695,92891
16924,892759,143308
16925,492899,105942
16926,573057,104776
16927,161398,113919
16928,944746,140622
16929,954176,53396
16930,800960,142852
16931,945713,105051
16932,430294,91727
16933,865761,135884
16934,776549,107077
16935,367410,27059
16936,64898,114428
16937,156645,64258
16938,983491,75564
16939,295185,53583
16940,110936,79040
16941,537505,38010
16942,501446,73749
16943,620819,76289
16944,201107,119842
16945,654775,44821
16946,362039,27869
16947,482127,42212
16948,932389,23918
16949,696334,60444
16950,941810,183
16951,576339,116274
16952,868465,117981
16953,694319,85854
16954,767491,75332
16955,150885,61125
16956,747197,107336
16957,51372,7642
16958,247882,98066
16959,202989,8386
16960,84734,141239
16961,862243,73749
16962,435426,33241
16963,547303,81899
16964,472951,26828
16965,745455,133177
16966,328408,30288
16967,8717,125963
16968,609068,122542
16969,751478,13305
16970,15974,6500
16971,692332,81445
16972,235474,47599
16973,378023,91141
16974,554800,24279
16975,657187,147693
16976,202366,37475
16977,689811,75337
16978,607959,18204
16979,18323,4907
16980,35003,48123
16981,767183,87704
16982,814634,49361
16983,467449,86861
16984,71010,57763
16985,694990,20332
16986,475472,133424
16987,273993,15969
16988,492960,15178
16989,110937,59687
16990,951685,81017
16991,470798,21465
16992,781252,147793
16993,568232,80774
16994,88899,38837
16995,294846,127699
16996,264748,35944
16997,473581,46172
16998,547790,129884
16999,550693,95350
17000,909868,25402
17001,52648,16831
17002,360811,66121
17003,962736,4504
17004,879317,130868
17005,588861,120771
17006,27396,79767
17007,925657,98773
17008,693245,14226
17009,948327,36534
17010,180002,51073
17011,313274,140333
17012,707715,39373
17013,134726,62560
17014,965385,45985
17015,793059,49827
17016,537390,101537
17017,889792,108193
17018,254471,62699
17019,572426,43281
17020,147982,71489
17021,14544,18269
17022,916454,127331
17023,670803,123236
17024,743683,82535
17025,192965,970
17026,224421,28307
17027,72932,1138
17028,922029,65691
17029,206711,79152
17030,873339,100609
17031,86740,18104
17032,505508,9992
17033,444513,141052
17034,632945,112830
17035,575788,34276
17036,937057,38401
17037,283417,73788
17038,927403,32975
17039,692597,85171
17040,670200,132050
17041,189177,86922
17042,566961,139821
17043,535493,104952
17044,935847,13443
17045,558868,57701
17046,519014,99835
17047,842664,140610
17048,918212,3156
17049,447873,53491
17050,885172,130155
17051,404561,143193
17052,493074,45435
17053,980213,35046
17054,655563,33700
17055,816245,6223
17056,889710,149005
17057,603983,85926
17058,531128,67080
17059,788331,76826
17060,683549,104787
17061,406939,113441
17062,935441,58849
17063,841665,55910
17064,537185,87703
17065,931422,46317
17066,214164,102006
17067,231490,86325
17068,880891,112604
17069,68114,30101
17070,93707,57098
17071,154665,93377
17072,327076,88778
17073,655824,8147
17074,346696,64048
17075,968936,106359
17076,562573,148045
17077,979086,60369
17078,478892,70491
17079,585077,115203
17080,930497,89186
17081,667352,106362
17082,515388,70940
17083,541828,113262
17084,586082,77061
17085,178971,95086
17086,238092,10823
17087,753709,59879
17088,789653,49265
17089,313490,51959
17090,847833,69533
17091,345954,18315
17092,475582,48395
17093,397177,34387
17094,535734,66047
17095,171605,112369
17096,105047,68960
17097,676646,96758
17098,908829,66725
17099,572369,132772
17100,936761,103348
17101,537481,21203
17102,953274,125317
17103,651118,104085
17104,440390,37958
17105,483069,76574
17106,611922,59183
17107,665075,80657
17108,505273,74043
17109,554315,95990
17110,334067,94083
17111,284176,654
17112,368380,21041
17113,97719,128553
17114,149149,109854
17115,735747,110605
17116,354882,37663
17117,4249,65134
17118,685005,10353
17119,173141,77339
17120,808016,76185
17121,32,42443
17122,944936,140345
17123,58650,72661
17124,595737,35536
17125,937318,96208
17126,142124,35907
17127,924415,35084
17128,477058,122181
17129,105046,86040
17130,807860,51079
17131,98169,94859
17132,703925,55666
17133,823793,57552
17134,336964,79356
17135,416535,58193
17136,782035,56962
17137,591285,23970
17138,129258,49477
17139,332167,129903
17140,435958,72334
17141,287936,117648
17142,353391,56210
17143,196533,61171
17144,28690,46651
17145,542616,92312
17146,790367,67716
17147,696649,20063
17148,424851,22590
17149,569675,21051
17150,657551,50925
17151,721887,108011
17152,645466,69016
17153,152042,23089
17154,851128,22148
17155,189067,78709
17156,236021,108532
17157,729501,58385
17158,455108,64286
17159,29328,69721
17160,150993,134155
17161,138732,74439
17162,234451,12299
17163,867619,49116
17164,992147,81717
17165,518810,31185
17166,425140,48280
17167,911070,131835
17168,572279,58514
17169,110644,117586
17170,57670,60838
17171,25823,109606
17172,843419,26234
17173,570767,71304
17174,153130,69766
17175,675837,24946
17176,323549,18709
17177,379514,130800
17178,58155,87244
17179,813200,52150
17180,735368,81151
17181,356538,21305
17182,923955,129672
17183,817848,71274
17184,55899,30823
17185,894604,134388
17186,859682,93533
17187,742600,100933
17188,17552,9002
17189,373554,55967
17190,286247,3657
17191,77668,102600
17192,676654,59041
17193,15962,106493
17194,985451,65215
17195,118689,104437
17196,517312,89084
17197,58775,83043
17198,22059,7663
17199,460816,123365
17200,350563,52655
17201,974808,57750
17202,326802,111941
17203,649512,68146
17204,341357,98416
17205,838392,65866
17206,361487,4429
17207,619509,51315
17208,437914,116265
17209,686688,64168
17210,960516,21074
17211,795870,68700
17212,356026,11878
17213,841536,94950
17214,330233,11218
17215,218522,32703
17216,62841,5626
17217,807700,95183
17218,610678,114495
17219,950871,73434
17220,63368,10924
17221,417247,21550
17222,531918,28405
17223,614898,38516
17224,526643,40257
17225,605669,55877
17226,697969,97404
17227,655933,143496
17228,767040,129235
17229,846556,111357
17230,502459,75836
17231,984916,71879
17232,978659,12393
17233,97104,8792
17234,383380,111675
17235,44653,22770
17236,883498,101484
17237,55282,73032
17238,819182,106638
17239,428463,136130
17240,737763,61404
17241,641061,147180
17242,776542,21126
17243,820125,121562
17244,58298,135109
17245,919579,135838
17246,905519,26058
17247,543224,131547
17248,460226,131477
17249,129531,50729
17250,475222,72063
17251,825103,139966
17252,937772,3704
17253,613871,16520
17254,710128,3265
17255,236948,124841
17256,425503,8673
17257,758404,17225
17258,688118,12915
17259,465016,22554
17260,285114,106247
17261,625366,138188
17262,82947,115608
17263,721765,149691
17264,506160,43023
17265,315199,87838
17266,218185,83388
17267,796111,50848
17268,899946,61963
17269,823376,23034
17270,204801,39538
17271,703398,26808
17272,388988,60759
17273,779890,33710
17274,985014,15789
17275,682383,52751
17276,382379,59892
17277,860161,83910
17278,605214,25438
17279,769192,82738
17280,249838,9076
17281,337502,6365
17282,131832,127023
17283,778848,145770
17284,316451,25901
17285,867936,24316
17286,991729,67951
17287,28864,148052
17288,79349,90065
17289,260074,100926
17290,843451,68581
17291,486133,47638
17292,694581,3416
17293,435238,97861
17294,616635,20507
17295,119040,138942
17296,453969,130363
17297,176968,4008
17298,802064,36136
17299,525436,29974
17300,675803,23920
17301,326772,25957
17302,784130,125034
17303,305268,89779
17304,129507,128410
17305,490478,29642
17306,800923,17876
17307,167877,23024
17308,583324,9582
17309,719688,58881
17310,256553,94687
17311,870872,130031
17312,982827,90539
17313,130884,131311
17314,903908,66966
17315,386279,149762
17316,996285,54379
17317,774751,60856
17318,674894,903
17319,77478,125015
17320,139928,87175
17321,169469,124636
17322,78801,137358
17323,24684,91207
17324,740592,66086
17325,911640,139406
17326,127170,62193
17327,37859,56220
17328,511743,132411
17329,114609,12651
17330,727000,116304
17331,598331,92837
17332,810199,58825
17333,576154,72810
17334,494901,63031
17335,661233,41101
17336,137440,113347
17337,571684,57071
17338,797516,6307
17339,703399,103502
17340,584459,145218
17341,912932,63692
17342,131501,21861
17343,358009,72104
17344,788242,132208
17345,615185,70451
17346,74022,129374
17347,249693,84632
17348,568177,36009
17349,438734,131733
17350,930868,58392
17351,414719,47273
17352,693157,74940
17353,773160,133039
17354,43422,45676
17355,924663,74381
17356,889984,119668
17357,440068,145139
17358,502439,71994
17359,405775,79130
17360,139089,43377
17361,654388,11741
17362,116578,138652
17363,709011,53319
17364,616629,12675
17365,198375,38674
17366,296762,112838
17367,688013,31366
17368,912203,105504
17369,541279,38758
17370,877598,50286
17371,55708,78414
17372,599233,121451
17373,165433,128096
17374,854166,25284
17375,517427,47267
17376,815604,101742
17377,765510,147780
17378,867463,142831
17379,119244,43109
17380,728167,28777
17381,503630,131998
17382,555155,56878
17383,301812,140318
17384,507486,21348
17385,277242,131710
17386,884722,10355
17387,219299,97422
17388,919063,55784
17389,156063,102343
17390,129612,71535
17391,477564,86835
17392,118083,47435
17393,701723,104366
17394,207488,103662
17395,700186,101659
17396,42963,132932
17397,127185,109481
17398,317053,37626
17399,32142,52745
17400,420790,146327
17401,612480,41795
17402,523658,118908
17403,898732,54144
17404,240108,2807
17405,193825,94226
17406,654495,23188
17407,712061,40068
17408,951052,108941
17409,366176,122632
17410,325262,106249
17411,405808,119467
17412,623939,18209
17413,202165,18109
17414,536607,96851
17415,975650,9001
17416,501129,88655
17417,900070,25965
17418,552664,75080
17419,485908,148136
17420,619623,118102
17421,958388,15298
17422,585427,126715
17423,291877,50206
17424,218730,98850
17425,549779,44624
17426,745326,76023
17427,858738,26953
17428,851194,52725
17429,514243,28214
17430,605819,41074
17431,558619,58764
17432,66011,14267
17433,978231,140796
17434,719010,5709
17435,442912,36221
17436,589938,33150
17437,86104,64317
17438,65248,140207
17439,954401,13873
17440,689032,35941
17441,895547,503
17442,231804,58667
17443,392779,29100
17444,225947,121482
17445,521295,102784
17446,865201,75158
17447,194326,113910
17448,507528,54544
17449,244427,86939
17450,93650,133639
17451,703914,143063
17452,105631,67598
17453,87870,29116
17454,279606,58118
17455,977094,65711
17456,355927,133519
17457,957682,59700
17458,742631,86522
17459,328782,133946
17460,931544,32757
17461,283641,65873
17462,354365,135233
17463,647550,79420
17464,618619,7794
17465,348472,30089
17466,74495,130242
17467,821839,19917
17468,15665,145535
17469,516205,24653
17470,494201,9752
17471,647413,60363
17472,625318,90865
17473,7096,146128
17474,28306,149128
17475,487076,107215
17476,151145,77445
17477,323828,33595
17478,493088,75872
17479,90381,5668
17480,997610,32796
17481,815513,16445
17482,920650,77492
17483,911471,69671
17484,544014,124477
17485,969182,127613
17486,13405,50057
17487,235976,32795
17488,10973,98503
17489,152129,50835
17490,402730,17706
17491,554094,38270
17492,925668,97063
17493,992098,129629
17494,633437,64758
17495,75644,44524
17496,7653,39805
17497,341935,11617
17498,944946,126791
17499,394629,135115
17500,369699,54445
17501,970326,9287
17502,218703,86407
17503,473728,60483
17504,485446,72536
17505,704079,107993
17506,330139,7300
17507,843400,118860
17508,696861,132369
17509,133176,92465
17510,28871,79395
17511,212013,68603
17512,388505,146900
17513,348445,54150
17514,272353,103645
17515,924728,136001
17516,744997,104567
17517,388054,144029
17518,635472,83267
17519,975962,74261
17520,263465,53648
17521,675400,46569
17522,624978,124992
17523,489518,85380
17524,267841,138860
17525,523000,70180
17526,93926,4293
17527,234931,24039
17528,904514,115184
17529,835935,147806
17530,484827,56879
17531,960931,7889
17532,226799,146195
17533,403260,14125
17534,163746,47510
17535,248575,111694
17536,910775,50226
17537,905905,126398
17538,828234,113440
17539,95169,28883
17540,726002,31237
17541,409757,116708
17542,580597,97491
17543,800440,95949
17544,177817,79387
17545,632508,1829
17546,87721,79459
17547,504413,70224
17548,458591,108837
17549,966922,92916
17550,642173,8966
17551,466296,95630
17552,306038,116138
17553,243610,94926
17554,492896,123679
17555,361448,4160
17556,897954,28432
17557,729439,121120
17558,659820,145638
17559,650717,87119
17560,570396,43632
17561,264477,1688
17562,129190,78841
17563,537093,13391
17564,543206,119090
17565,169090,14320
17566,621709,20443
17567,317053,110466
17568,47006,62231
17569,89594,145905
17570,251154,31562
17571,447360,46995
17572,389417,66276
17573,650631,106782
17574,649711,75850
17575,585775,85859
17576,4135,63157
17577,30526,84214
17578,502544,96207
17579,388234,60429
17580,889215,86940
17581,5786,86930
17582,391912,124096
17583,1352,129802
17584,430551,138131
17585,709693,22766
17586,396499,136655
17587,647994,86650
17588,212295,107417
17589,298278,85653
17590,57067,89111
17591,478316,26702
17592,22660,46870
17593,746836,92170
17594,390408,114554
17595,913840,131411
17596,313246,72914
17597,559422,10191
17598,687650,13351
17599,441529,142326
17600,207843,87551
17601,603758,91588
17602,259096,91744
17603,413883,88401
17604,330322,82467
17605,511301,16677
17606,49789,57940
17607,607617,64058
17608,324545,139180
17609,835220,141976
17610,314355,98087
17611,971302,59793
17612,872723,18339
17613,683374,32454
17614,513351,50382
17615,118719,102997
17616,174838,101811
17617,29382,96983
17618,939698,5653
17619,301633,134918
17620,354600,15611
17621,757618,129829
17622,660842,38782
17623,557741,103525
17624,904926,51836
17625,409136,61796
17626,956973,139977
17627,893317,67186
17628,111040,95846
17629,937558,83242
17630,272046,53578
17631,184309,96700
17632,579605,85188
17633,505765,98260
17634,21066,82922
17635,111616,28770
17636,546495,12002
17637,124710,22098
17638,636743,16954
17639,636739,14213
17640,102097,121721
17641,90903,20051
17642,219266,127508
17643,57277,5223
17644,107414,91003
17645,414144,122325
17646,592448,16833
17647,478521,54139
17648,488534,20729
17649,698360,48287
17650,885322,36671
17651,77212,118024
17652,803361,65127
17653,737499,79821
17654,823775,61604
17655,762012,124098
17656,48926,135681
17657,950444,148689
17658,281309,43221
17659,886163,38331
17660,325527,76827
17661,457816,21139
17662,613507,13730
17663,812168,137409
17664,779116,15898
17665,954944,141887
17666,736993,137049
17667,200083,54117
17668,46305,112520
17669,340855,69329
17670,113651,69331
17671,436276,117608
17672,203218,81460
17673,439923,99456
17674,807938,124344
17675,533821,26130
17676,896444,11765
17677,507927,50613
17678,483631,131008
17679,952186,4955
17680,47005,89047
17681,647724,137979
17682,406035,92699
17683,445165,92998
17684,434726,112104
17685,916100,130405
17686,478378,104424
17687,124384,85871
17688,671109,73225
17689,276712,107073
17690,458874,22301
17691,461790,61023
17692,370024,101636
17693,774851,70034
17694,94424,75435
17695,783990,115551
17696,118284,58083
17697,536678,138070
17698,930033,119471
17699,686610,68466
17700,518675,53377
17701,861119,94569
17702,908596,60927
17703,766273,133915
17704,113973,90556
17705,119573,26510
17706,986733,104557
17707,793962,116059
17708,42692,47362
17709,229772,27238
17710,564131,51189
17711,945586,99474
17712,375173,86350
17713,902988,98048
17714,406239,60485
17715,283790,98772
17716,736218,8227
17717,163718,45150
17718,813334,96848
17719,148516,134225
17720,859486,84230
17721,3865,23946
17722,310135,138149
17723,878941,70857
17724,149060,141161
17725,967053,91710
17726,386661,12903
17727,904313,2899
17728,420886,145581
17729,855681,8026
17730,68990,87723
17731,201588,129049
17732,343884,77598
17733,289808,96969
17734,949900,131699
17735,628048,110110
17736,645452,44999
17737,694637,6392
17738,130301,87310
17739,491373,109767
17740,314570,79258
17741,428543,68639
17742,74080,2672
17743,335510,95997
17744,776625,54315
17745,54884,24833
17746,863575,146853
17747,961731,12896
17748,107696,107195
17749,399190,125632
17750,893858,135514
17751,954290,29538
17752,377448,132233
17753,552380,80884
17754,69325,30334
17755,793118,55765
17756,575974,67556
17757,653019,5724
17758,717351,28264
17759,659680,66020
17760,61653,144632
17761,714366,129079
17762,510732,123237
17763,761855,26480
17764,586585,70410
17765,356211,149508
17766,902826,34674
17767,602009,105427
17768,233039,69463
17769,581236,86617
17770,631973,59246
17771,1089,5897
17772,172237,32377
17773,954682,85159
17774,965731,119719
17775,680253,92970
17776,671990,113660
17777,257927,85581
17778,694453,53028
17779,517826,118637
17780,662688,124846
17781,58057,95079
17782,523857,149824
17783,540217,90928
17784,570559,6548
17785,601861,131612
17786,726138,139589
17787,133081,82303
17788,874536,71707
17789,5085,61440
17790,568616,105133
17791,611869,63816
17792,830065,46051
17793,138942,142803
17794,913532,45178
17795,112327,80875
17796,107841,28149
17797,289579,132732
17798,361569,47762
17799,621146,124851
17800,206971,72813
17801,895017,119325
17802,485923,31352
17803,456016,124341
17804,890044,18331
17805,809622,32704
17806,875564,58067
17807,413529,44329
17808,613695,142336
17809,702079,15581
17810,160059,143718
17811,108237,74623
17812,928687,86640
17813,347631,132150
17814,187463,52842
17815,958717,38916
17816,444445,91131
17817,956458,27858
17818,928074,103923
17819,820973,616
17820,331248,93272
17821,712849,74263
17822,907382,122268
17823,976741,124884
17824,6789,30214
17825,317626,140832
17826,313386,103013
17827,753239,51944
17828,995121,49302
17829,969820,137954
17830,13226,47497
17831,616630,2802
17832,256831,90484
17833,671055,61096
17834,552849,10232
17835,856158,49866
17836,49332,97626
17837,593218,9969
17838,700258,11047
17839,113513,3342
17840,287043,25294
17841,963565,90094
17842,192572,148437
17843,672938,52978
17844,143916,82785
17845,307343,124839
17846,476823,76048
17847,368375,120418
17848,658258,108094
17849,559558,70794
17850,980930,117702
17851,658526,59718
17852,556587,78634
17853,440422,22598
17854,735597,140666
17855,401936,149643
17856,751192,131495
17857,937144,111144
17858,18053,108703
17859,919157,1592
17860,772424,148229
17861,917376,68439
17862,607989,139439
17863,475544,131015
17864,308034,119524
17865,828649,107163
17866,524488,4307
17867,522401,81254
17868,180820,49442
17869,441585,16729
17870,318706,58248
17871,869320,127616
17872,458580,125554
17873,31178,85602
17874,103267,148214
17875,866250,76480
17876,969586,110943
17877,63760,23629
17878,67860,75258
17879,124826,34574
17880,817199,97957
17881,797055,131596
17882,587980,114913
17883,497180,136200
17884,754602,74092
17885,879386,132786
17886,740653,23057
17887,805768,49332
17888,627847,58942
17889,1013,104382
17890,998543,123543
17891,375632,52073
17892,260547,71270
17893,201391,16295
17894,615671,74857
17895,451027,77778
17896,765632,55928
17897,890908,139755
17898,219580,104989
17899,123722,113833
17900,881161,139717
17901,47742,3913
17902,94867,86021
17903,941070,17964
17904,369084,33299
17905,358378,85631
17906,209671,96721
17907,961755,50928
17908,450635,92977
17909,23667,27985
17910,216631,21359
17911,783763,110063
17912,675370,16300
17913,830656,45016
17914,753801,130636
17915,601857,56023
17916,616583,117761
17917,8246,128571
17918,72630,29256
17919,163656,6704
17920,124324,79105
17921,129664,59328
17922,469490,63855
17923,15161,143820
17924,803294,139201
17925,150058,84851
17926,8190,41581
17927,371765,25745
17928,979183,3700
17929,688679,130109
17930,93653,88388
17931,445703,142733
17932,306242,101589
17933,196320,143194
17934,29701,66500
