ID,PRECIO,HOSTAL,ESTADO
310361,186760,16922,habilitado
310362,146086,10487,habilitado
310363,79057,11382,habilitado
310364,321265,16098,deshabilitado
310365,205461,5573,deshabilitado
310366,107262,18695,habilitado
310367,478044,10437,deshabilitado
310368,150867,13848,habilitado
310369,377538,12332,deshabilitado
310370,486113,10344,deshabilitado
310371,306167,8007,deshabilitado
310372,368922,9550,deshabilitado
310373,149981,11355,habilitado
310374,155988,5832,habilitado
310375,398920,12400,deshabilitado
310376,26686,6550,habilitado
310377,425703,3733,deshabilitado
310378,144904,1225,deshabilitado
310379,47558,1423,deshabilitado
310380,35114,19524,habilitado
310381,312469,16827,habilitado
310382,55059,3687,deshabilitado
310383,63197,1927,habilitado
310384,486007,7509,habilitado
310385,456746,15261,habilitado
310386,195126,6247,deshabilitado
310387,477273,15636,deshabilitado
310388,52783,2759,habilitado
310389,34742,12571,habilitado
310390,85491,7443,deshabilitado
310391,36696,8856,deshabilitado
310392,305344,14382,deshabilitado
310393,198548,3095,deshabilitado
310394,296323,1514,habilitado
310395,9995,13889,habilitado
310396,495605,11618,deshabilitado
310397,31393,14345,habilitado
310398,135712,7236,deshabilitado
310399,222724,2290,habilitado
310400,5968,8461,habilitado
310401,137964,8042,deshabilitado
310402,154342,9908,habilitado
310403,403050,16866,habilitado
310404,24385,8607,habilitado
310405,203526,2995,habilitado
310406,20311,13061,deshabilitado
310407,194292,3294,habilitado
310408,326678,11932,deshabilitado
310409,450823,7916,deshabilitado
310410,195867,18784,deshabilitado
310411,376097,9302,habilitado
310412,376770,5888,deshabilitado
310413,262500,7829,habilitado
310414,190497,7394,habilitado
310415,162381,9059,deshabilitado
310416,44321,12807,deshabilitado
310417,184036,5008,habilitado
310418,445063,16652,habilitado
310419,330653,17508,habilitado
310420,437278,4952,deshabilitado
310421,180759,6621,deshabilitado
310422,367364,3448,habilitado
310423,205691,6677,deshabilitado
310424,286509,4889,deshabilitado
310425,185143,19055,deshabilitado
310426,362458,8919,habilitado
310427,137,3304,habilitado
310428,439475,14767,deshabilitado
310429,114572,10047,deshabilitado
310430,135518,5894,deshabilitado
310431,262061,19560,habilitado
310432,269706,3349,habilitado
310433,429743,4275,habilitado
310434,329453,4522,habilitado
310435,436139,4894,deshabilitado
310436,449653,19748,deshabilitado
310437,4702,7649,habilitado
310438,320879,18203,habilitado
310439,380355,17421,habilitado
310440,398859,15394,deshabilitado
310441,250633,12266,habilitado
310442,169114,4418,deshabilitado
310443,387083,11084,habilitado
310444,93283,5812,habilitado
310445,98338,1283,deshabilitado
310446,424603,18252,deshabilitado
310447,475219,18707,habilitado
310448,477173,2760,habilitado
310449,191428,4710,habilitado
310450,304997,17636,habilitado
310451,58847,6132,habilitado
310452,150782,9811,habilitado
310453,100216,1786,habilitado
310454,74134,12357,habilitado
310455,489619,19710,deshabilitado
310456,71329,5432,deshabilitado
310457,143592,9314,habilitado
310458,222981,818,deshabilitado
310459,63873,13834,deshabilitado
310460,310601,16266,habilitado
310461,474451,19560,habilitado
310462,185577,13175,deshabilitado
310463,436754,13008,deshabilitado
310464,220490,8505,habilitado
310465,467176,330,habilitado
310466,392976,2189,deshabilitado
310467,259917,16828,habilitado
310468,114171,12397,habilitado
310469,459424,5402,deshabilitado
310470,25412,16859,deshabilitado
310471,320724,3650,deshabilitado
310472,380871,11852,deshabilitado
310473,52619,18469,habilitado
310474,166947,6811,deshabilitado
310475,152190,11309,deshabilitado
310476,417716,958,habilitado
310477,97676,1780,habilitado
310478,315911,550,habilitado
310479,340660,11548,habilitado
310480,395429,16612,habilitado
310481,126906,13452,habilitado
310482,247041,9076,habilitado
310483,384581,5665,habilitado
310484,266112,7728,deshabilitado
310485,282445,14776,habilitado
310486,223373,5579,habilitado
310487,258461,12725,habilitado
310488,74986,11760,deshabilitado
310489,134582,6291,habilitado
310490,198878,12226,deshabilitado
310491,365763,9253,habilitado
310492,399980,6422,deshabilitado
310493,202309,12461,habilitado
310494,283988,7186,habilitado
310495,483014,17490,deshabilitado
310496,45104,5816,habilitado
310497,407653,6039,habilitado
310498,240989,19879,habilitado
310499,22771,16615,habilitado
310500,387269,3168,habilitado
310501,481646,14375,deshabilitado
310502,20715,11234,deshabilitado
310503,10159,17674,deshabilitado
310504,282499,3947,habilitado
310505,152779,3963,deshabilitado
310506,479337,14710,habilitado
310507,60073,1052,habilitado
310508,77248,3531,deshabilitado
310509,50545,9639,deshabilitado
310510,303011,15170,habilitado
310511,457073,4951,habilitado
310512,391560,9963,deshabilitado
310513,189406,3583,deshabilitado
310514,476505,7041,habilitado
310515,490347,11324,deshabilitado
310516,366707,8516,deshabilitado
310517,250402,17068,deshabilitado
310518,99742,1923,habilitado
310519,258230,9271,deshabilitado
310520,93285,15829,deshabilitado
310521,157986,11319,deshabilitado
310522,375515,5788,deshabilitado
310523,65753,17347,deshabilitado
310524,9134,2442,habilitado
310525,98421,382,habilitado
310526,142093,5453,deshabilitado
310527,170043,7116,habilitado
310528,496108,16918,deshabilitado
310529,456126,14235,deshabilitado
310530,50527,19418,deshabilitado
310531,376966,7568,habilitado
310532,492651,19279,deshabilitado
310533,143033,18263,habilitado
310534,491969,6062,deshabilitado
310535,11253,18049,deshabilitado
310536,13788,9210,habilitado
310537,283304,6462,deshabilitado
310538,309126,12567,deshabilitado
310539,146481,15222,deshabilitado
310540,83308,1289,habilitado
310541,376109,19415,deshabilitado
310542,348179,11321,habilitado
310543,443568,5329,deshabilitado
310544,8521,7484,deshabilitado
310545,427063,16894,deshabilitado
310546,443801,5491,deshabilitado
310547,339629,5942,deshabilitado
310548,457621,4220,deshabilitado
310549,409258,9655,habilitado
310550,106440,13783,deshabilitado
310551,471657,7097,habilitado
310552,208499,3545,deshabilitado
310553,404879,3089,deshabilitado
310554,1991,2354,deshabilitado
310555,59118,17657,deshabilitado
310556,228421,6988,deshabilitado
310557,292858,8871,habilitado
310558,280570,16246,deshabilitado
310559,64253,19573,deshabilitado
310560,147156,13013,habilitado
310561,303354,3808,habilitado
310562,118398,7256,deshabilitado
310563,417599,3374,deshabilitado
310564,190520,368,habilitado
310565,123993,32,habilitado
310566,325258,15786,habilitado
310567,237083,8730,deshabilitado
310568,289513,15275,deshabilitado
310569,237407,3968,deshabilitado
310570,245543,3577,deshabilitado
310571,465248,15867,habilitado
310572,235183,751,deshabilitado
310573,417903,11940,habilitado
310574,75542,825,deshabilitado
310575,189514,9565,deshabilitado
310576,43337,746,deshabilitado
310577,281824,4212,deshabilitado
310578,397804,6484,habilitado
310579,395766,1234,habilitado
310580,240766,9594,habilitado
310581,7241,4023,deshabilitado
310582,82375,10831,deshabilitado
310583,221896,12757,habilitado
310584,31734,12625,deshabilitado
310585,36102,3189,deshabilitado
310586,455635,3937,habilitado
310587,208582,9210,habilitado
310588,160988,8248,deshabilitado
310589,156727,8131,deshabilitado
310590,312705,12127,deshabilitado
310591,480838,16843,deshabilitado
310592,86140,14549,habilitado
310593,426528,12056,deshabilitado
310594,225579,6096,deshabilitado
310595,141425,4657,habilitado
310596,64652,1279,deshabilitado
310597,444627,13148,deshabilitado
310598,310109,2314,deshabilitado
310599,52029,2388,deshabilitado
310600,58525,10038,habilitado
310601,248359,12456,habilitado
310602,458669,15159,habilitado
310603,385898,4784,habilitado
310604,62511,16872,deshabilitado
310605,58070,10139,habilitado
310606,347291,4396,deshabilitado
310607,214279,11405,habilitado
310608,77537,19654,habilitado
310609,65457,18753,habilitado
310610,9016,19687,deshabilitado
310611,148016,19639,deshabilitado
310612,69426,13201,habilitado
310613,354420,11223,habilitado
310614,12258,9927,habilitado
310615,59212,15495,deshabilitado
310616,268542,1536,habilitado
310617,324553,12556,habilitado
310618,418367,3603,habilitado
310619,11749,7532,habilitado
310620,143458,17785,habilitado
310621,14843,6854,deshabilitado
310622,422525,2295,habilitado
310623,108941,4118,habilitado
310624,446586,4798,habilitado
310625,70909,12185,deshabilitado
310626,145595,5894,deshabilitado
310627,259486,15629,deshabilitado
310628,142107,6835,habilitado
310629,240688,12179,habilitado
310630,101214,10284,deshabilitado
310631,340287,16020,habilitado
310632,485408,11280,deshabilitado
310633,4486,8251,habilitado
310634,133388,19623,deshabilitado
310635,68192,12840,habilitado
310636,293555,4521,habilitado
310637,311874,1806,deshabilitado
310638,465816,16110,habilitado
310639,420765,18479,deshabilitado
310640,329894,11497,habilitado
310641,330405,6165,deshabilitado
310642,480299,2164,deshabilitado
310643,168572,9003,deshabilitado
310644,263184,13354,habilitado
310645,101655,16834,deshabilitado
310646,341489,18804,deshabilitado
310647,31306,19478,habilitado
310648,406414,8193,habilitado
310649,458449,12960,habilitado
310650,383530,3995,habilitado
310651,28319,18567,habilitado
310652,343362,12026,deshabilitado
310653,62960,15324,deshabilitado
310654,431868,12528,deshabilitado
310655,480356,596,deshabilitado
310656,302142,1944,deshabilitado
310657,157779,4720,habilitado
310658,195689,4121,habilitado
310659,23487,15169,deshabilitado
310660,357279,1410,deshabilitado
310661,466876,17132,habilitado
310662,434371,12875,habilitado
310663,219631,16960,habilitado
310664,431288,6857,deshabilitado
310665,432121,5486,deshabilitado
310666,109429,10827,habilitado
310667,349659,15166,deshabilitado
310668,288683,8481,deshabilitado
310669,433975,56,deshabilitado
310670,121534,18513,deshabilitado
310671,235058,1585,habilitado
310672,347342,11018,habilitado
310673,332026,639,deshabilitado
310674,237791,11447,habilitado
310675,197598,18235,habilitado
310676,189785,13434,deshabilitado
310677,22672,3937,habilitado
310678,485020,1199,deshabilitado
310679,190339,12689,deshabilitado
310680,164264,6797,deshabilitado
310681,448127,11114,deshabilitado
310682,258656,5678,deshabilitado
310683,190413,3624,deshabilitado
310684,238410,1113,habilitado
310685,14151,2937,deshabilitado
310686,364057,14906,habilitado
310687,231436,12845,habilitado
310688,170189,1989,deshabilitado
310689,378810,2661,deshabilitado
310690,138489,9029,habilitado
310691,247994,19120,deshabilitado
310692,221263,384,habilitado
310693,57486,7243,habilitado
310694,381527,354,habilitado
310695,14636,6461,habilitado
310696,232893,11253,deshabilitado
310697,145132,2271,habilitado
310698,135199,910,habilitado
310699,446062,3071,habilitado
310700,383330,4521,deshabilitado
310701,426951,6481,deshabilitado
310702,200486,1705,deshabilitado
310703,444222,172,habilitado
310704,403961,3877,deshabilitado
310705,474018,9054,deshabilitado
310706,211463,3108,deshabilitado
310707,147892,2404,deshabilitado
310708,463670,18384,deshabilitado
310709,47092,19194,deshabilitado
310710,33298,15168,habilitado
310711,465691,17556,deshabilitado
310712,130794,14400,deshabilitado
310713,486451,16257,habilitado
310714,355607,1797,deshabilitado
310715,467837,19706,habilitado
310716,248498,16391,deshabilitado
310717,104343,3647,habilitado
310718,326528,6818,habilitado
310719,37743,18402,deshabilitado
310720,479847,14852,deshabilitado
310721,183228,12228,deshabilitado
310722,473465,3882,deshabilitado
310723,484388,7117,deshabilitado
310724,172029,19701,habilitado
310725,80644,13368,deshabilitado
310726,221036,384,deshabilitado
310727,248488,16717,habilitado
310728,103892,7122,habilitado
310729,343329,17167,habilitado
310730,238418,8330,habilitado
310731,19993,8308,habilitado
310732,470308,7652,deshabilitado
310733,91114,19803,deshabilitado
310734,157196,9643,habilitado
310735,430255,15839,habilitado
310736,299414,5622,deshabilitado
310737,422415,6221,deshabilitado
310738,438191,15838,habilitado
310739,338240,9073,habilitado
310740,84529,13221,deshabilitado
310741,42641,4468,habilitado
310742,262048,15146,deshabilitado
310743,397232,2426,deshabilitado
310744,494156,2499,habilitado
310745,407304,8117,habilitado
310746,250798,3615,deshabilitado
310747,42636,7631,deshabilitado
310748,449466,14410,habilitado
310749,182114,3551,habilitado
310750,186186,7266,deshabilitado
310751,221777,6299,deshabilitado
310752,262775,15012,habilitado
310753,307091,4685,deshabilitado
310754,372077,4069,habilitado
310755,66572,11238,habilitado
310756,489423,15938,habilitado
310757,218450,8482,habilitado
310758,126141,10476,deshabilitado
310759,5999,44,habilitado
310760,452489,2476,deshabilitado
310761,155530,4263,habilitado
310762,47883,10195,deshabilitado
310763,435152,10917,deshabilitado
310764,282555,17737,habilitado
310765,20566,8146,habilitado
310766,200758,947,habilitado
310767,7193,9082,deshabilitado
310768,64132,2085,deshabilitado
310769,291629,7803,habilitado
310770,191709,4406,habilitado
310771,205290,16077,deshabilitado
310772,33077,13146,habilitado
310773,333128,5985,deshabilitado
310774,90283,12287,habilitado
310775,185282,2631,deshabilitado
310776,493466,8877,habilitado
310777,110684,2987,habilitado
310778,151843,7118,habilitado
310779,344078,392,deshabilitado
310780,276143,2887,deshabilitado
310781,489833,8612,deshabilitado
310782,149981,16879,habilitado
310783,134646,19436,deshabilitado
310784,165840,7146,habilitado
310785,246636,3254,habilitado
310786,459594,12303,habilitado
310787,360383,6213,habilitado
310788,8354,19534,deshabilitado
310789,269582,14637,deshabilitado
310790,213750,15837,deshabilitado
310791,9654,15086,habilitado
310792,267226,11916,habilitado
310793,334661,1339,deshabilitado
310794,99898,18810,habilitado
310795,285856,17940,deshabilitado
310796,262751,6260,deshabilitado
310797,308948,12806,deshabilitado
310798,360978,685,deshabilitado
310799,138719,2689,deshabilitado
310800,224749,16746,deshabilitado
310801,346349,1780,deshabilitado
310802,472124,1344,deshabilitado
310803,13205,3982,deshabilitado
310804,305128,19264,deshabilitado
310805,75995,5063,habilitado
310806,55288,15497,habilitado
310807,334102,7941,habilitado
310808,275037,13853,deshabilitado
310809,237625,1454,deshabilitado
310810,357113,9389,deshabilitado
310811,327593,2564,habilitado
310812,23955,9176,deshabilitado
310813,446349,16095,deshabilitado
310814,466477,18366,deshabilitado
310815,478777,796,habilitado
310816,206882,4046,habilitado
310817,250822,2051,deshabilitado
310818,425502,700,habilitado
310819,306551,14318,habilitado
310820,145747,16106,deshabilitado
310821,449524,5875,habilitado
310822,218236,12306,habilitado
310823,30504,16962,deshabilitado
310824,66076,11620,habilitado
310825,239184,8712,habilitado
310826,454229,8540,deshabilitado
310827,495033,8503,habilitado
310828,418985,13019,deshabilitado
310829,135134,19836,deshabilitado
310830,185150,12052,habilitado
310831,114499,18913,deshabilitado
310832,100211,14592,habilitado
310833,307148,13509,deshabilitado
310834,131295,4696,deshabilitado
310835,81012,518,deshabilitado
310836,279620,16814,habilitado
310837,57602,18793,habilitado
310838,453594,16951,habilitado
310839,282893,16837,habilitado
310840,316233,12984,deshabilitado
310841,86206,4747,deshabilitado
310842,436040,219,deshabilitado
310843,263432,15940,habilitado
310844,211858,19696,habilitado
310845,61241,3627,deshabilitado
310846,474822,15717,deshabilitado
310847,266116,13922,habilitado
310848,298521,14740,habilitado
310849,63976,17581,habilitado
310850,322269,5808,habilitado
310851,50294,12043,habilitado
310852,477345,12589,habilitado
310853,171720,10456,deshabilitado
310854,155416,9943,habilitado
310855,239689,16892,habilitado
310856,187594,15873,habilitado
310857,348813,19275,habilitado
310858,430980,17630,deshabilitado
310859,257792,19439,deshabilitado
310860,231529,10468,deshabilitado
310861,224897,1169,habilitado
310862,221506,1759,deshabilitado
310863,49561,16082,deshabilitado
310864,19387,7265,deshabilitado
310865,60594,17917,habilitado
310866,41976,386,deshabilitado
310867,133202,9123,deshabilitado
310868,389014,10614,deshabilitado
310869,235668,400,habilitado
310870,400066,8496,deshabilitado
310871,364281,6944,habilitado
310872,248855,12203,deshabilitado
310873,411156,3458,habilitado
310874,16069,6111,habilitado
310875,163584,13698,deshabilitado
310876,264122,7311,habilitado
310877,82454,19153,habilitado
310878,46743,3937,habilitado
310879,104026,3550,habilitado
310880,126644,14320,habilitado
310881,330718,440,deshabilitado
310882,131467,344,habilitado
310883,330874,7005,deshabilitado
310884,59117,19249,habilitado
310885,145103,14818,habilitado
310886,311227,13938,deshabilitado
310887,271129,11045,deshabilitado
310888,420410,6638,habilitado
310889,484752,4361,habilitado
310890,165415,15900,deshabilitado
310891,17670,18568,habilitado
310892,272286,6929,deshabilitado
310893,351092,12820,deshabilitado
310894,120145,6952,habilitado
310895,13684,10775,habilitado
310896,482194,5962,habilitado
310897,31516,18459,deshabilitado
310898,239593,15677,habilitado
310899,60509,4478,habilitado
310900,389387,10859,habilitado
310901,495005,16345,deshabilitado
310902,94615,18860,habilitado
310903,94709,5526,deshabilitado
310904,3064,17855,habilitado
310905,93677,1188,habilitado
310906,266983,10849,habilitado
310907,18868,7940,deshabilitado
310908,336789,17461,habilitado
310909,30391,2217,deshabilitado
310910,278058,12470,habilitado
310911,231989,7409,habilitado
310912,409355,4661,deshabilitado
310913,12539,17571,deshabilitado
310914,67563,12723,deshabilitado
310915,207376,19550,deshabilitado
310916,231137,2254,deshabilitado
310917,49069,13464,habilitado
310918,216988,3671,habilitado
310919,47356,4503,habilitado
310920,436281,16058,habilitado
310921,15446,1531,deshabilitado
310922,301013,5080,habilitado
310923,60694,8741,deshabilitado
310924,382814,18227,habilitado
310925,360653,11709,deshabilitado
310926,331907,5165,habilitado
310927,112994,7318,deshabilitado
310928,433479,10825,habilitado
310929,41561,25,habilitado
310930,262421,16403,deshabilitado
310931,249492,9366,habilitado
310932,463870,8481,habilitado
310933,173673,2449,habilitado
310934,351681,3556,habilitado
310935,422493,5625,habilitado
310936,245870,1716,habilitado
310937,161142,9158,habilitado
310938,269914,4380,deshabilitado
310939,330255,9076,habilitado
310940,166838,14929,deshabilitado
310941,465303,15215,habilitado
310942,44491,10725,deshabilitado
310943,155967,16597,habilitado
310944,413014,10074,deshabilitado
310945,266330,13532,habilitado
310946,199625,1152,deshabilitado
310947,162621,17423,deshabilitado
310948,41419,164,habilitado
310949,356,15951,habilitado
310950,341353,7748,habilitado
310951,219476,7664,habilitado
310952,45179,19165,deshabilitado
310953,71394,13036,habilitado
310954,51290,2542,habilitado
310955,421085,11166,deshabilitado
310956,289725,13936,habilitado
310957,312158,19132,deshabilitado
310958,326913,18171,habilitado
310959,143531,5721,deshabilitado
310960,387280,15591,deshabilitado
310961,311624,5169,deshabilitado
310962,228174,8543,deshabilitado
310963,418766,18427,habilitado
310964,175188,7411,habilitado
310965,439155,11877,deshabilitado
310966,79221,9433,deshabilitado
310967,300482,1911,habilitado
310968,253615,8041,habilitado
310969,186433,5557,habilitado
310970,276728,19392,deshabilitado
310971,357637,6470,habilitado
310972,335179,8068,habilitado
310973,249902,16546,deshabilitado
310974,235607,13935,habilitado
310975,119109,3324,deshabilitado
310976,135692,9336,deshabilitado
310977,112764,11894,habilitado
310978,262448,8281,deshabilitado
310979,199017,11843,habilitado
310980,88309,17563,deshabilitado
310981,465524,1552,habilitado
310982,160790,12470,habilitado
310983,130537,10421,deshabilitado
310984,454441,16748,deshabilitado
310985,86695,18736,deshabilitado
310986,233816,16708,deshabilitado
310987,433267,1020,deshabilitado
310988,186439,18346,deshabilitado
310989,145750,18787,deshabilitado
310990,128089,17212,habilitado
310991,431520,9410,habilitado
310992,127335,543,deshabilitado
310993,140750,19961,deshabilitado
310994,275314,6227,deshabilitado
310995,415004,16510,deshabilitado
310996,449643,1881,habilitado
310997,136397,18049,habilitado
310998,370521,5209,habilitado
310999,60561,16594,deshabilitado
311000,97406,18976,habilitado
311001,273682,970,habilitado
311002,146969,10867,habilitado
311003,383850,4082,habilitado
311004,383151,3474,deshabilitado
311005,382144,9660,habilitado
311006,216908,9805,deshabilitado
311007,329369,19098,habilitado
311008,86512,13113,habilitado
311009,362162,17400,deshabilitado
311010,56686,4680,deshabilitado
311011,486517,10967,habilitado
311012,61989,11146,habilitado
311013,62715,2117,habilitado
311014,426212,17364,deshabilitado
311015,29849,16714,habilitado
311016,216096,19400,habilitado
311017,499741,15760,habilitado
311018,452299,18026,deshabilitado
311019,381228,3233,deshabilitado
311020,458664,911,deshabilitado
311021,251278,7876,habilitado
311022,432082,11279,habilitado
311023,201472,18659,habilitado
311024,164580,13053,deshabilitado
311025,449629,5508,habilitado
311026,184870,5209,habilitado
311027,354973,13573,deshabilitado
311028,372759,11027,habilitado
311029,368919,547,habilitado
311030,332869,326,deshabilitado
311031,351292,15311,deshabilitado
311032,271898,6983,deshabilitado
311033,62757,2106,deshabilitado
311034,130858,17909,habilitado
311035,5770,1471,deshabilitado
311036,326863,7160,deshabilitado
311037,236162,1576,deshabilitado
311038,366863,3813,habilitado
311039,297284,17467,habilitado
311040,75133,15620,deshabilitado
311041,377958,18046,deshabilitado
311042,459981,18576,habilitado
311043,309005,17938,habilitado
311044,342215,11639,habilitado
311045,237885,15634,habilitado
311046,101411,55,habilitado
311047,418271,19542,deshabilitado
311048,450551,11158,habilitado
311049,178448,9106,deshabilitado
311050,474463,12691,habilitado
311051,350369,3235,deshabilitado
311052,423517,12387,habilitado
311053,170494,12748,deshabilitado
311054,219674,3015,deshabilitado
311055,219869,13571,deshabilitado
311056,484592,1501,habilitado
311057,232437,15449,deshabilitado
311058,291429,9130,habilitado
311059,314890,14767,habilitado
311060,187851,16132,habilitado
311061,468611,8702,habilitado
311062,8626,12148,deshabilitado
311063,367587,12259,habilitado
311064,328636,3056,habilitado
311065,47147,9855,deshabilitado
311066,246146,14912,habilitado
311067,316296,18919,habilitado
311068,90526,16776,habilitado
311069,386012,13928,habilitado
311070,392614,611,deshabilitado
311071,420597,6482,deshabilitado
311072,25626,4210,habilitado
311073,252400,5058,deshabilitado
311074,373967,18819,deshabilitado
311075,39203,10960,deshabilitado
311076,412974,15954,habilitado
311077,240924,10446,habilitado
311078,20942,3895,deshabilitado
311079,229729,3417,deshabilitado
311080,198216,11342,habilitado
311081,326841,4946,habilitado
311082,80690,11707,deshabilitado
311083,116628,18216,habilitado
311084,100497,4856,deshabilitado
311085,408491,15814,habilitado
311086,127784,5791,habilitado
311087,90366,16719,habilitado
311088,97696,7190,deshabilitado
311089,488256,13644,habilitado
311090,219771,4155,habilitado
311091,259088,10036,habilitado
311092,148788,7146,habilitado
311093,420136,4385,habilitado
311094,305505,2406,habilitado
311095,315653,17525,deshabilitado
311096,349309,12802,deshabilitado
311097,384485,1762,habilitado
311098,406753,8361,habilitado
311099,422914,9889,habilitado
311100,359893,18250,deshabilitado
311101,211359,8994,deshabilitado
311102,11878,15877,deshabilitado
311103,139948,16031,habilitado
311104,493298,7048,habilitado
311105,284743,2471,deshabilitado
311106,334487,2524,deshabilitado
311107,76583,3650,habilitado
311108,254711,12409,deshabilitado
311109,168801,12754,habilitado
311110,422050,10915,deshabilitado
311111,368050,9689,deshabilitado
311112,380740,4341,deshabilitado
311113,495130,14098,deshabilitado
311114,81124,2013,habilitado
311115,320102,15160,deshabilitado
311116,160505,2461,deshabilitado
311117,235525,19421,habilitado
311118,94047,18351,habilitado
311119,209029,9000,deshabilitado
311120,355341,15298,deshabilitado
311121,143602,9664,deshabilitado
311122,155350,7093,habilitado
311123,386698,3506,habilitado
311124,432977,10609,deshabilitado
311125,170077,7142,habilitado
311126,35803,3243,deshabilitado
311127,279850,1756,deshabilitado
311128,386529,7739,habilitado
311129,217985,4037,deshabilitado
311130,365030,9081,habilitado
311131,88689,4010,deshabilitado
311132,169979,14749,deshabilitado
311133,296174,14653,habilitado
311134,530,585,deshabilitado
311135,69592,3560,deshabilitado
311136,190659,3856,habilitado
311137,461943,7293,deshabilitado
311138,57477,12634,deshabilitado
311139,248295,138,habilitado
311140,201821,13122,deshabilitado
311141,171523,13831,habilitado
311142,180628,14314,deshabilitado
311143,481352,8801,habilitado
311144,156039,8804,deshabilitado
311145,1877,19446,habilitado
311146,281382,4562,habilitado
311147,216500,19536,habilitado
311148,291540,19123,deshabilitado
311149,337951,9733,habilitado
311150,216815,11287,habilitado
311151,378747,19916,deshabilitado
311152,281355,15911,habilitado
311153,492088,2481,habilitado
311154,394873,12451,deshabilitado
311155,469332,13741,deshabilitado
311156,392901,6368,habilitado
311157,108274,16896,habilitado
311158,27524,6843,deshabilitado
311159,444317,14704,habilitado
311160,499925,7723,habilitado
311161,246151,6344,habilitado
311162,371935,10001,deshabilitado
311163,347522,4933,habilitado
311164,206134,11384,habilitado
311165,165558,489,deshabilitado
311166,88925,19347,deshabilitado
311167,252859,16171,habilitado
311168,330427,11902,habilitado
311169,43617,6594,habilitado
311170,78734,17303,deshabilitado
311171,211768,2997,deshabilitado
311172,498507,2005,deshabilitado
311173,298577,11457,habilitado
311174,301882,4772,deshabilitado
311175,361471,3438,deshabilitado
311176,339680,593,deshabilitado
311177,99244,7761,deshabilitado
311178,298515,2634,habilitado
311179,492670,13406,deshabilitado
311180,296280,4857,habilitado
311181,252098,17852,deshabilitado
311182,408896,1904,deshabilitado
311183,398100,9610,deshabilitado
311184,334751,3131,deshabilitado
311185,288339,14966,deshabilitado
311186,173427,10874,habilitado
311187,17580,2061,deshabilitado
311188,227901,11207,deshabilitado
311189,174260,13128,habilitado
311190,449145,2890,habilitado
311191,496169,2962,habilitado
311192,488614,11164,deshabilitado
311193,81203,1936,habilitado
311194,232523,17170,deshabilitado
311195,269129,14164,deshabilitado
311196,327685,17816,habilitado
311197,358555,3561,habilitado
311198,468950,18928,deshabilitado
311199,404338,18710,deshabilitado
311200,378063,10272,deshabilitado
311201,147912,8353,habilitado
311202,385426,4533,deshabilitado
311203,351817,2157,deshabilitado
311204,78843,5197,habilitado
311205,47825,17755,deshabilitado
311206,87039,16064,deshabilitado
311207,452634,15365,deshabilitado
311208,449732,693,deshabilitado
311209,45379,277,habilitado
311210,414420,9128,habilitado
311211,136973,4164,habilitado
311212,49739,7947,habilitado
311213,139851,9013,deshabilitado
311214,51969,3009,deshabilitado
311215,442851,4898,deshabilitado
311216,50472,771,habilitado
311217,292714,5482,habilitado
311218,341103,13806,habilitado
311219,106774,6161,habilitado
311220,55924,13895,habilitado
311221,47547,5249,habilitado
311222,74091,4970,habilitado
311223,10591,1310,deshabilitado
311224,287697,11351,deshabilitado
311225,91663,6450,habilitado
311226,273689,7361,habilitado
311227,354493,15920,deshabilitado
311228,291866,15376,deshabilitado
311229,322129,8246,habilitado
311230,466428,6576,deshabilitado
311231,52082,16079,deshabilitado
311232,72908,9629,habilitado
311233,175220,11419,habilitado
311234,383464,16546,habilitado
311235,186353,11277,deshabilitado
311236,91689,6267,deshabilitado
311237,63960,1005,deshabilitado
311238,60415,16695,deshabilitado
311239,326658,7442,habilitado
311240,46610,10737,deshabilitado
311241,40887,5801,deshabilitado
311242,244145,18074,deshabilitado
311243,465686,666,deshabilitado
311244,20938,14846,deshabilitado
311245,390581,6414,deshabilitado
311246,62305,17640,deshabilitado
311247,489559,14907,habilitado
311248,433655,19476,habilitado
311249,448533,10874,habilitado
311250,415116,3021,deshabilitado
311251,39461,17246,deshabilitado
311252,193581,3632,habilitado
311253,75004,13060,deshabilitado
311254,185159,14577,deshabilitado
311255,115169,4756,habilitado
311256,126152,4206,habilitado
311257,5778,15201,habilitado
311258,100313,3083,deshabilitado
311259,62403,9342,habilitado
311260,229706,7331,deshabilitado
311261,208599,10200,habilitado
311262,192560,11436,habilitado
311263,497504,18333,deshabilitado
311264,38569,5351,deshabilitado
311265,1078,18001,habilitado
311266,485745,8268,deshabilitado
311267,377298,16996,habilitado
311268,6570,16069,habilitado
311269,397875,9764,habilitado
311270,270552,8988,habilitado
311271,347761,8480,deshabilitado
311272,391560,5450,deshabilitado
311273,111321,11212,deshabilitado
311274,98246,3095,deshabilitado
311275,442003,16110,habilitado
311276,369153,8985,deshabilitado
311277,472712,4064,deshabilitado
311278,288518,10446,deshabilitado
311279,186217,10849,habilitado
311280,119917,14280,deshabilitado
311281,85577,13961,deshabilitado
311282,131992,4362,deshabilitado
311283,191189,10828,habilitado
311284,23472,1984,habilitado
311285,224967,18483,habilitado
311286,382004,3663,deshabilitado
311287,97741,1846,habilitado
311288,395676,14894,deshabilitado
311289,305589,19941,habilitado
311290,291200,6395,deshabilitado
311291,374240,11923,habilitado
311292,136162,3828,deshabilitado
311293,335003,1782,habilitado
311294,226744,2659,deshabilitado
311295,301306,17325,habilitado
