ID,NUM_HABITACIONES,DIRECCION,MENSAJE,PRECIO,EVENTO
434220,29,Faaja Court,null,1775124,15021
434221,17,Upone Point,null,5258810,25957
434222,29,Tahu Glen,null,2359040,37507
434223,25,Wopuj Turnpike,null,9672206,2361
434224,18,Pihoc Glen,null,7294559,22513
434225,20,Keafu Key,null,4852313,8972
434226,25,Zehojo Park,null,2440981,20713
434227,18,Bervat Court,null,8365539,26763
434228,17,Guro Pike,null,2894342,39624
434229,29,Bahok Avenue,null,5995971,28959
434230,18,Irbu Park,null,115973,48281
434231,19,Ocrav Court,null,2791293,29605
434232,18,Debi Pike,null,6068815,6372
434233,30,Hakal Glen,null,1360958,46946
434234,30,Ubpi Park,null,8457267,12198
434235,20,Ocahe Path,null,3513436,36685
434236,15,Koluz Pass,null,2738477,23037
434237,20,Hublus River,null,9767911,46197
434238,30,Ganriz Loop,null,9628447,1604
434239,29,Rovi Drive,null,5001850,8632
434240,18,Ukeje Lane,null,967298,12848
434241,25,Nooh Loop,null,3203796,44986
434242,20,Epjak Grove,null,1791085,2710
434243,20,Zurjeg River,null,3460453,13651
434244,18,Ducro Loop,null,5646393,38608
434245,30,Aroruv Trail,null,1106632,28990
434246,17,Jetbe Place,null,7143938,36961
434247,16,Woguv Place,null,8408439,39235
434248,17,Zofi Grove,null,6492386,41109
434249,25,Dowile Highway,null,3307355,1194
434250,15,Piwvon Plaza,null,4389214,26491
434251,19,Zulfa Center,null,6062881,10885
434252,20,Geum Junction,null,4315396,26460
434253,19,Tireb Turnpike,null,1820633,14628
434254,17,Wosaju Path,null,2873856,21471
434255,29,Fefe Pike,null,527489,13208
434256,15,Cektup Road,null,7632955,1565
434257,16,Faszi Plaza,null,7326260,23401
434258,15,Avepo Glen,null,4875771,34253
434259,17,Botvej Center,null,4058317,7766
434260,19,Hibe Drive,null,4947828,18120
434261,18,Cucel Boulevard,null,3319251,17127
434262,17,Ciiji Avenue,null,2435377,17796
434263,17,Fenpat Ridge,null,2045084,3051
434264,17,Ercig Boulevard,null,5839480,30215
434265,29,Gikiw Circle,null,3771386,34917
434266,30,Mahu Pass,null,8215523,18643
434267,16,Abuco Loop,null,39396,35258
434268,16,Walfik Circle,null,5456689,40435
434269,29,Kofda Circle,null,8235022,32394
434270,25,Galtu Street,null,9856024,37729
434271,20,Timla Pass,null,3744195,44249
434272,16,Agig Key,null,4138534,9394
434273,19,Lume Path,null,9021307,12189
434274,17,Wefli Highway,null,3446782,29995
434275,30,Ziuma Lane,null,158757,30156
434276,18,Ehieni Path,null,3666815,14240
434277,18,Hukef Court,null,651994,44193
434278,20,Jobsod Road,null,4446619,18792
434279,29,Puwzu Mill,null,4721200,41678
434280,25,Esuvuh Parkway,null,9309865,9375
434281,25,Sepu River,null,6066509,20505
434282,18,Tokse Park,null,585907,34400
434283,17,Dore Pass,null,609649,8401
434284,17,Befam Trail,null,529163,49620
434285,18,Peer Pass,null,2447386,47489
434286,19,Cugja River,null,2197955,8543
434287,15,Vivvuf Lane,null,8463899,14619
434288,29,Tokpi Key,null,3856166,17082
434289,30,Ereit Mill,null,5676354,8511
434290,20,Rotni Center,null,2147322,16044
434291,20,Vooj Loop,null,2716385,24378
434292,20,Latrad Glen,null,4657356,17145
434293,16,Ukga Terrace,null,5533431,42366
434294,30,Gogfo Court,null,2830635,47858
434295,20,Niteg River,null,7245294,16974
434296,25,Vuci Parkway,null,6233846,43855
434297,17,Uwozar Pass,null,8593614,22457
434298,15,Evabew Park,null,3889240,44201
434299,17,Butzeg Glen,null,6838144,16176
434300,16,Culso Mill,null,331331,12040
434301,17,Juohu Heights,null,8156959,47222
434302,16,Uvoza Grove,null,9162538,38686
434303,16,Otcic Square,null,7144767,19304
434304,19,Gizo Circle,null,4605623,5786
434305,20,Kesef Avenue,null,2484346,11977
434306,18,Wiszef Avenue,null,1632245,19842
434307,17,Tolmom Mill,null,2001004,16167
434308,16,Gane View,null,7187323,30159
434309,19,Omze River,null,7696661,38965
434310,18,Huiz Square,null,5939245,38604
434311,25,Wiszoc River,null,5494536,8403
434312,17,Cucjos Extension,null,3083203,512
434313,18,Wanwu Extension,null,1254061,27023
434314,16,Bimoz Boulevard,null,4283605,12610
434315,25,Wulaw Grove,null,1309644,25380
434316,19,Waela Avenue,null,9104945,39916
434317,19,Bufuc Point,null,1047329,44073
434318,25,Atiiko Square,null,7202131,27781
434319,19,Nirad Ridge,null,5394762,48914
434320,18,Ikagav Place,null,4815653,27727
434321,20,Nukov Ridge,null,8520775,48135
434322,15,Gahod Way,null,6464710,485
434323,29,Noew Grove,null,7278071,12682
434324,15,Agfi Grove,null,9236830,25741
434325,20,Girha Square,null,7137465,17053
434326,19,Faha Parkway,null,5480480,17844
434327,17,Ehnes Street,null,4459295,3989
434328,16,Iwem Manor,null,3346480,43658
434329,20,Sephow Extension,null,8825304,25128
434330,15,Defmug Loop,null,7664314,43143
434331,19,Wita Ridge,null,5276281,32087
434332,25,Duges Turnpike,null,8670398,10652
434333,17,Opuni Pike,null,9665827,12930
434334,25,Hegne Street,null,7057591,40625
434335,17,Galir Road,null,170516,9816
434336,18,Muvow Ridge,null,9788384,26917
434337,16,Zuhnes Highway,null,8422144,18987
434338,18,Melaj Square,null,9043999,47208
434339,15,Jiven Plaza,null,4301949,35577
434340,16,Uksi Trail,null,1585824,34026
434341,15,Bidke View,null,4317381,34736
434342,17,Reis Highway,null,1075263,46702
434343,19,Kedu Court,null,1302639,16311
434344,29,Micgu Road,null,4281978,45351
434345,19,Kujku Park,null,5335973,480
434346,16,Reced Pass,null,2501746,42032
434347,15,Widlu Heights,null,2298382,12458
434348,18,Ispej Road,null,4487481,27379
434349,20,Rabpe Pike,null,4763581,4642
434350,19,Dammir Road,null,9685894,8397
434351,30,Conpen Highway,null,6660900,35678
434352,19,Neuz Glen,null,42740,37788
434353,15,Inuwo Square,null,4972584,40462
434354,18,Pugih Grove,null,8382392,42538
434355,20,Nozsi Parkway,null,6383088,35493
434356,16,Kedlev Junction,null,2907865,36650
434357,18,Nuob Avenue,null,3329692,2118
434358,19,Rana Drive,null,4360134,27842
434359,16,Mavos View,null,6730409,23184
434360,30,Vuov Highway,null,6305268,47568
434361,18,Dabkol Point,null,4330592,6148
434362,18,Sohjap Terrace,null,536009,12827
434363,17,Imwa Street,null,117852,7475
434364,17,Gukop Terrace,null,3609845,23586
434365,15,Sifoca Extension,null,9758887,41026
434366,15,Wervor Turnpike,null,3435165,11581
434367,18,Aveoh Square,null,5801665,36806
434368,29,Vajuha Point,null,7186730,12116
434369,15,Numep Court,null,2134419,19811
434370,17,Katev Circle,null,5496934,28386
434371,15,Leco Ridge,null,9236993,43113
434372,29,Ifoko Path,null,564136,13928
434373,29,Mujoz Park,null,4825841,20608
434374,30,Gobri Square,null,497949,12298
434375,25,Tawsiz Parkway,null,3845311,28080
434376,19,Zefo Terrace,null,1101658,38503
434377,29,Bozda Trail,null,6599162,44669
434378,19,Letu Pass,null,3786110,9442
434379,18,Seftol Road,null,8422324,11629
434380,25,Nahi Square,null,1600955,3295
434381,30,Nafeko View,null,2268671,42014
434382,30,Nefli Path,null,338052,42460
434383,17,Ecivah River,null,5700228,1496
434384,19,Kupjik Grove,null,5323632,47321
434385,15,Wuwwom Trail,null,6326223,12510
434386,20,Afebuv Way,null,6339936,1181
434387,30,Bowus Lane,null,1358676,18216
434388,15,Puwi Terrace,null,6228640,11852
434389,16,Towgo Road,null,9123585,48192
434390,30,Mecu Pass,null,7782967,8916
434391,17,Reva Glen,null,3836225,34547
434392,25,Jucug Lane,null,5949116,31902
434393,30,Zoja Extension,null,6782394,12779
434394,29,Fedsus Grove,null,3369192,40719
434395,19,Davge Plaza,null,3939188,42945
434396,16,Uhimov Parkway,null,9605869,27125
434397,16,Zenan Terrace,null,1512557,929
434398,29,Pakda Glen,null,2758972,34185
434399,19,Apdiw Road,null,1629677,27361
434400,18,Gabuz Pike,null,48607,26690
434401,25,Zakes Pike,null,1639705,23682
434402,16,Abesu Way,null,1241333,22458
434403,18,Haisu Drive,null,6785784,25822
434404,16,Efcek Key,null,1279695,46864
434405,29,Lorni Pass,null,6504222,29566
434406,18,Fobo Pike,null,9916760,20169
434407,16,Duhen Extension,null,5728509,2402
434408,15,Cobi Heights,null,9324633,17032
434409,20,Fagkeg Pass,null,5687255,48130
434410,15,Okidi Boulevard,null,5795642,47642
434411,15,Dujagu Drive,null,4253925,33202
434412,25,Hojin Manor,null,7072794,5748
434413,15,Bacik Grove,null,4007358,42031
434414,16,Wuop Path,null,3114964,9590
434415,19,Ermuf Point,null,6452591,22325
434416,18,Bepel Point,null,3400601,47204
434417,25,Eksi Avenue,null,4177660,13940
434418,20,Diwig Mill,null,5043659,1877
434419,18,Mepun Heights,null,9368841,49774
434420,16,Fole Place,null,8284718,40198
434421,25,Luvo Drive,null,6601794,33051
434422,19,Hije Drive,null,8335325,9428
434423,30,Vugak Terrace,null,7333191,26518
434424,18,Etiwep Glen,null,9484761,19432
434425,25,Guglah Path,null,7539294,17736
434426,15,Feagu Square,null,8736373,2133
434427,16,Uvuwe Avenue,null,3663134,40340
434428,15,Duhu Key,null,2909263,5167
434429,29,Siwup Way,null,6813687,13079
434430,15,Esibuf Loop,null,1385141,4285
434431,20,Pemar Plaza,null,628071,36432
434432,30,Loumo Pike,null,8542765,41433
434433,18,Cefev Terrace,null,3209036,5749
434434,16,Ucopip Point,null,5815162,15703
434435,17,Cizlu Key,null,3823047,27558
434436,25,Kofu River,null,2123803,329
434437,30,Kecfur Place,null,5711779,36146
434438,29,Leked Way,null,6539738,47119
434439,19,Folva View,null,7945795,22602
434440,18,Ipata Street,null,8141727,9669
434441,17,Weaha Drive,null,7076881,31379
434442,29,Oted Plaza,null,2261378,20516
434443,30,Wose Road,null,7070998,11937
434444,16,Epnu Court,null,1062736,3175
434445,20,Kebsa Loop,null,9390308,46281
434446,17,Soda Path,null,9354449,27394
434447,20,Dukof Ridge,null,6750516,2377
434448,16,Fudwol Park,null,7662092,18874
434449,30,Gapka River,null,8327018,29104
434450,30,Tugo Ridge,null,6493403,29102
434451,16,Tesmoj Loop,null,7176093,23957
434452,16,Wahad Point,null,8674950,32999
434453,16,Vahac Road,null,7270582,38236
434454,30,Igva Parkway,null,9030823,40716
434455,18,Docaro Terrace,null,7682555,15180
434456,16,Hiksis Park,null,8993472,35894
434457,19,Wutu Pike,null,3287646,3230
434458,29,Awiic Boulevard,null,9609044,49738
434459,29,Nedco Street,null,806806,35144
434460,16,Ladfe View,null,6176316,7907
434461,19,Gedzeg Place,null,9575190,30083
434462,20,Irube Glen,null,7957069,21690
434463,25,Etuzip Pass,null,7993747,7806
434464,29,Kuhe River,null,1425394,43229
434465,16,Deeb Highway,null,3980952,14679
434466,20,Cuson Avenue,null,8069379,29077
434467,29,Vukbi Terrace,null,4702224,31886
434468,19,Zoszo Court,null,8367609,4098
434469,15,Liter Ridge,null,1463408,48120
434470,17,Cuuba Drive,null,1572628,18096
434471,15,Kemic Pike,null,4189193,44812
434472,19,Avwis Path,null,14073,45539
434473,25,Kozel Circle,null,6409290,43044
434474,19,Edipo Ridge,null,7235992,39155
434475,15,Wamdic Glen,null,3722473,45510
434476,17,Lemi Terrace,null,8572616,31773
434477,16,Banza Lane,null,5424497,16659
434478,18,Roras Extension,null,3167531,20805
434479,18,Atmab River,null,2034617,31942
434480,15,Nessog Drive,null,1580264,22286
434481,25,Fikbi Junction,null,6400569,22121
434482,20,Junud Glen,null,295834,39250
434483,25,Sadim Park,null,691284,25646
434484,20,Wofi Drive,null,5713094,15699
434485,20,Wawuli Plaza,null,3467621,11693
434486,25,Ripve Glen,null,8833053,18869
434487,17,Upuiga Mill,null,3714573,15091
434488,17,Tehhog Ridge,null,716394,29395
434489,18,Jiziv Highway,null,4565069,45904
434490,19,Bancaw Circle,null,6717856,37789
434491,30,Wavo Pike,null,8001902,3133
434492,30,Taruj Key,null,1211811,13118
434493,17,Dusupi View,null,9280487,29307
434494,25,Fecir Mill,null,9431286,27710
434495,15,Catve Road,null,3609030,15635
434496,30,Midbik View,null,2754227,10858
434497,19,Lihko Parkway,null,9457296,30515
434498,15,Sonsig Center,null,7467851,46046
434499,30,Dudki Center,null,265528,32441
434500,20,Idozam Point,null,7760748,34618
434501,20,Raor Drive,null,5858785,6481
434502,20,Ihebu Junction,null,7716699,28164
434503,30,Dapdo Point,null,7042087,49646
434504,15,Ugiz Parkway,null,9173444,29754
434505,30,Ariab Pass,null,2565725,47350
434506,20,Izose Trail,null,389541,48661
434507,16,Bejod Pass,null,2508860,29978
434508,20,Fadoj Point,null,6955398,26007
434509,16,Nehot Drive,null,7190873,36543
434510,30,Runi Pike,null,4679184,42761
434511,29,Wojto Terrace,null,6903331,26093
434512,20,Rogwen Trail,null,18123,16507
434513,25,Zofi Pike,null,3812451,13517
434514,15,Vozjo Manor,null,9408076,7950
434515,16,Upti Mill,null,3045115,20895
434516,25,Owifi Terrace,null,4189573,44081
434517,17,Beehe Drive,null,2827377,40136
434518,16,Lais Point,null,4127420,968
434519,29,Huji Key,null,2727068,9911
434520,17,Sufguk Court,null,4871934,36905
434521,20,Nafu Extension,null,6137943,2000
434522,30,Onna Junction,null,7486497,14594
434523,17,Avana Drive,null,3406877,19369
434524,20,Miane Pass,null,8223515,45201
434525,20,Icele Boulevard,null,6345197,4003
434526,30,Puki Trail,null,9019762,43338
434527,20,Kabi River,null,4279682,27056
434528,16,Imahur Square,null,2048024,34445
434529,16,Vikod Boulevard,null,4992526,9627
434530,16,Haatu Loop,null,3844356,3070
434531,29,Bose Boulevard,null,9561690,49567
434532,30,Jaupu Extension,null,3712673,4774
434533,30,Hadha River,null,1723907,35800
434534,29,Izudez Grove,null,7537498,19277
434535,29,Nege Terrace,null,6501567,3145
434536,17,Cuwfus Turnpike,null,1613557,29587
434537,17,Ulero Pike,null,7163098,48577
434538,16,Alkac Way,null,5588359,12845
434539,15,Sahi Plaza,null,1120284,21342
434540,25,Epurub Trail,null,2606370,15363
434541,29,Masrok Court,null,2864093,676
434542,29,Epiwo Key,null,5187327,32388
434543,15,Gekfol Extension,null,3515163,17421
434544,15,Dokde Parkway,null,1346548,6587
434545,16,Enema Parkway,null,8732112,15799
434546,15,Vupla Circle,null,9190587,18845
434547,25,Ecevil Turnpike,null,1658456,44445
434548,17,Opaha Ridge,null,2085,43382
434549,17,Lezav Avenue,null,4701899,38243
434550,19,Hito Glen,null,872921,27328
434551,30,Liwizu Avenue,null,9884371,32340
434552,20,Usdu Point,null,4719452,28510
434553,15,Buko Ridge,null,4851032,14239
434554,25,Dakhed Ridge,null,3844647,32688
434555,25,Neum Square,null,4768503,29607
434556,30,Caneh Path,null,4590173,30423
434557,17,Icauka Ridge,null,8256566,40710
434558,19,Ogafab Parkway,null,2960912,3020
434559,18,Cuon Park,null,6079589,32210
434560,17,Mikir Avenue,null,9264545,45788
434561,16,Fevce Parkway,null,5068803,19232
434562,16,Haehu Trail,null,5694857,9699
434563,29,Siwki Grove,null,2838980,12582
434564,15,Egowe Place,null,702321,45923
434565,19,Webob Place,null,8917340,2082
434566,20,Fabcur Place,null,8680036,23093
434567,15,Ribos Avenue,null,1642801,14209
434568,29,Ceru Glen,null,5695645,46646
434569,30,Momhu Trail,null,8923105,45523
434570,30,Powam River,null,5814747,37904
434571,15,Sukvin Court,null,3961803,34591
434572,19,Rekjez Parkway,null,2910469,38725
434573,20,Uslu Point,null,271592,14399
434574,17,Damrol Plaza,null,3332384,28958
434575,18,Izifu Loop,null,6024610,7268
434576,25,Jircuh Highway,null,490666,1300
434577,25,Ehima Street,null,6916141,10159
434578,15,Badkeb Path,null,4632016,27125
434579,20,Ilfaj Point,null,9667746,11484
434580,16,Voszoz Square,null,9438008,2578
434581,16,Jekos Street,null,8045672,4529
434582,18,Giap Manor,null,5673162,16876
434583,29,Wuvfof Mill,null,9682016,16914
434584,18,Ribsul Mill,null,2470972,4415
434585,17,Tusi Park,null,8456293,9926
434586,25,Roto Center,null,4100874,23854
434587,16,Lebweg Terrace,null,982717,45392
434588,19,Vego Court,null,2543147,45217
434589,25,Zurto Avenue,null,5091120,7229
434590,30,Arsu Street,null,8621505,45167
434591,17,Gosvog Drive,null,7070656,28528
434592,25,Naas Center,null,5905357,45562
434593,15,Matsoh Pike,null,7114565,19278
434594,15,Ruvva Center,null,1538933,46052
434595,19,Helduw Road,null,978612,39614
434596,19,Tadeh Glen,null,2263219,18003
434597,16,Upal Loop,null,2560015,42026
434598,16,Esfos Junction,null,7638538,1917
434599,15,Daciw Way,null,9237937,11259
434600,18,Emogi Path,null,8901963,7562
434601,16,Rakpoj Street,null,6281204,49367
434602,15,Paca Terrace,null,8443481,13473
434603,15,Apusul Park,null,1460748,3671
434604,20,Zogi Center,null,2465673,17895
434605,17,Ehiw Terrace,null,9157454,31104
434606,29,Emuru Lane,null,7433287,16780
434607,16,Tugite Street,null,3974272,42890
434608,15,Tucuc Park,null,9088789,27647
434609,25,Nuob Turnpike,null,2323164,1979
434610,15,Todes Parkway,null,6805082,19956
434611,20,Wetve Court,null,2990008,35517
434612,30,Gepu River,null,222056,17369
434613,20,Juuv Plaza,null,7505645,44729
434614,25,Pewa Way,null,2274645,44477
434615,17,Ipidu Key,null,7075980,34230
434616,30,Sido Court,null,6841885,29327
434617,30,Jejeli Boulevard,null,3897256,33816
434618,17,Huje Turnpike,null,174939,16902
434619,20,Kocne Street,null,8859132,48954
434620,17,Bebko Way,null,7964276,2133
434621,19,Kudvat Heights,null,5696149,18409
434622,20,Recir Trail,null,3316737,23594
434623,29,Toza Center,null,5861059,1528
434624,16,Mebo Circle,null,5424368,24215
434625,20,Nige Street,null,5074482,43829
434626,18,Muasa Manor,null,503468,49476
434627,17,Nuhi Glen,null,8934354,34532
434628,30,Buwja Key,null,612215,45104
434629,15,Fede Pike,null,6048903,11983
434630,25,Vaowu Circle,null,9662952,43188
434631,17,Ubewu View,null,9509574,21682
434632,17,Wofob Junction,null,6705330,20342
434633,19,Araenu Glen,null,1437220,13974
434634,25,Doge River,null,8801447,23071
434635,18,Mawno Road,null,6762239,1506
434636,16,Awira Pass,null,7947389,29733
434637,20,Ejnec Trail,null,7216871,4415
434638,19,Gihwa Terrace,null,7196543,26692
434639,20,Cuwed Parkway,null,8905565,20660
434640,17,Waziv Circle,null,6527578,42719
434641,19,Emdan Mill,null,5626169,20853
434642,19,Ihuoku Heights,null,9892780,8455
434643,30,Egpod Park,null,8550661,20147
434644,29,Onoal Highway,null,7098645,44699
434645,20,Ucofoz Pike,null,8205631,32635
434646,17,Rejo Point,null,668965,29527
434647,16,Kihmap Court,null,5000255,662
434648,19,Nepka Square,null,7904263,25167
434649,15,Sonkib Mill,null,4646704,36168
434650,29,Huvab Way,null,1506972,33057
434651,30,Etihug Road,null,9367224,38806
434652,30,Nevju Extension,null,7883708,34881
434653,29,Zibu Court,null,8128351,27537
434654,29,Faoz Pass,null,4534079,42549
434655,29,Igti Loop,null,5906594,47564
434656,19,Vewu Grove,null,288197,29283
434657,16,Piefe Circle,null,4287437,38327
434658,29,Lotne Mill,null,8767110,10375
434659,29,Sipasu Heights,null,3652004,33177
434660,25,Ufisi Path,null,2715977,16386
434661,29,Woda Place,null,1080336,30723
434662,19,Nedpe Turnpike,null,9610015,35322
434663,17,Pudfa Junction,null,3837612,9
434664,20,Jeli Drive,null,7649479,42634
434665,15,Itme Drive,null,8212639,29577
434666,25,Otalo Street,null,3419373,14779
434667,29,Ilujir Terrace,null,3883524,20042
434668,15,Hepe Ridge,null,9048850,13387
434669,20,Borhu Road,null,7409304,9789
434670,18,Telpes Lane,null,3910590,15158
434671,15,Savu Court,null,7167262,37213
434672,15,Sieb Ridge,null,8076750,38587
434673,25,Tape Glen,null,9207665,47353
434674,19,Nali Junction,null,2218724,38262
434675,15,Vuba Way,null,7289592,6535
434676,29,Tuki Path,null,3370734,40417
434677,15,Vozig Key,null,9134561,35148
434678,30,Konot Loop,null,6424849,6972
434679,19,Desju Parkway,null,7655968,38412
434680,29,Etouto Extension,null,5611971,807
434681,19,Evauli Glen,null,8730653,20579
434682,18,Hogul Lane,null,4119889,15785
434683,17,Puvbi Key,null,2048137,4308
434684,19,Cehus View,null,6663606,14618
434685,25,Pauni Boulevard,null,9886893,22966
434686,17,Nikgup Loop,null,8283313,24472
434687,29,Covi Plaza,null,3175998,33646
434688,20,Limfim Road,null,8334669,294
434689,16,Ajouha Terrace,null,426244,34959
434690,25,Mutnid Parkway,null,9165639,35379
434691,25,Torno Glen,null,6190194,6544
434692,18,Nahpuk Loop,null,9962490,35915
434693,16,Avazej Highway,null,792674,7701
434694,18,Abre River,null,2964938,46096
434695,15,Seag Loop,null,283002,9699
434696,29,Puwnuk Plaza,null,4630286,36519
434697,20,Sauka Highway,null,5514978,48651
434698,20,Zojfo Turnpike,null,722772,45315
434699,19,Abgi Manor,null,5247227,14013
434700,20,Zunna Circle,null,178227,17160
434701,20,Cuwkug River,null,6469240,5425
434702,19,Declur Point,null,7205524,27474
434703,18,Wieb View,null,1479881,30367
434704,19,Ulre Square,null,2017878,45306
434705,19,Cosem Junction,null,1593436,11832
434706,19,Urbit Path,null,2672160,17381
434707,19,Pisij Pike,null,7849459,44579
434708,16,Marbi Road,null,7789666,40322
434709,18,Vatzis Center,null,705596,31023
434710,15,Haep View,null,1428804,10923
434711,18,Imum Junction,null,9213217,27979
434712,30,Pivil Road,null,4280636,21992
434713,15,Enape Boulevard,null,3556485,1403
434714,29,Fetzaz Lane,null,8525510,2099
434715,20,Zego Key,null,5167500,41071
434716,15,Gicgol Heights,null,8846917,16254
434717,16,Sapi Path,null,1785078,18929
434718,20,Gemzuv Grove,null,4764776,47343
434719,17,Limmo Heights,null,811079,429
434720,29,Buol Mill,null,5828789,31530
434721,15,Vuzfod Trail,null,1417074,10116
434722,29,Lehu Key,null,1915289,817
434723,16,Mivono Pass,null,4484795,26633
434724,15,Edoime Center,null,9071446,9655
434725,19,Ujhag Boulevard,null,6133814,26113
434726,29,Bona Road,null,3617418,36579
434727,17,Jeme Turnpike,null,1421558,34617
434728,17,Gozar Glen,null,7998225,3757
434729,19,Lihvi Trail,null,7033333,8731
434730,17,Kenolu Lane,null,2351243,5957
434731,25,Ovna Trail,null,2351103,20418
434732,29,Vihto Lane,null,4470833,49840
434733,29,Mamar Point,null,501386,40200
434734,16,Ohiwu Drive,null,5335394,43652
434735,19,Egemo Manor,null,7620487,7569
434736,20,Kalgis Heights,null,7376905,5741
434737,18,Otavez Key,null,6341072,41100
434738,15,Makner Parkway,null,4833530,21928
434739,19,Ubhu Turnpike,null,2042331,47344
434740,16,Jotaw Street,null,7930563,25119
434741,20,Nimha Loop,null,6039690,17468
434742,16,Liramu Grove,null,1740673,40359
434743,16,Sejpu Point,null,6750072,41800
434744,18,Aketep Highway,null,3053736,47571
434745,25,Wigu Ridge,null,1204360,23554
434746,17,Fijba Key,null,881663,9230
434747,15,Kagaf Parkway,null,3889865,45208
434748,18,Giztez Lane,null,4539637,5307
434749,15,Tocbeh View,null,8277160,11901
434750,17,Isebo Heights,null,4192396,11088
434751,15,Ewzef Point,null,539862,28135
434752,25,Nammi Ridge,null,4370330,22364
434753,16,Jibaw Center,null,3161737,21847
434754,16,Heglew Court,null,8103199,44568
434755,29,Nujeb Heights,null,1646120,13518
434756,18,Pewma Court,null,9181945,37885
434757,29,Hijub Pass,null,1959874,28860
434758,17,Begle Junction,null,9697122,4295
434759,20,Wama Pass,null,8546629,44558
434760,25,Paven Heights,null,910742,11861
434761,16,Titrug Pass,null,848939,4937
434762,15,Bukguv Turnpike,null,1506140,37303
434763,30,Ahbel Boulevard,null,688390,36972
434764,19,Avbu Grove,null,4926361,48460
434765,15,Balnev Parkway,null,4013925,29288
434766,30,Ivgoz Grove,null,4265494,21036
434767,30,Zikjil View,null,7580983,24473
434768,19,Kofco Highway,null,9221861,39665
434769,15,Wepdid Avenue,null,6014009,45088
434770,29,Mial Circle,null,7228462,23425
434771,18,Lemete Loop,null,361702,47163
434772,20,Jopi Square,null,8779863,10051
434773,20,Ezos Center,null,8536934,37549
434774,29,Hobwob Manor,null,2837380,30458
434775,18,Cecber Junction,null,464852,20294
434776,17,Wohzi Road,null,6615879,48878
434777,19,Diwof Heights,null,8657900,2106
434778,16,Zahad Court,null,4812802,30923
434779,15,Civu Center,null,5431301,29967
434780,18,Tudku Key,null,4010999,7211
434781,30,Fobgak Key,null,2232934,27357
434782,29,Bipgov Way,null,7713268,4209
434783,16,Nipu Loop,null,1066729,36269
434784,17,Deaw Place,null,8011407,23448
434785,19,Unibup Place,null,3191516,5020
434786,18,Uhsev Lane,null,4034163,28485
434787,25,Mahpu Path,null,9931330,19637
434788,18,Cujru Pass,null,7484410,21081
434789,16,Ajijoh Point,null,1939417,41234
434790,30,Hihha Loop,null,4387219,5449
434791,18,Igfes Grove,null,589713,2630
434792,29,Arpus Turnpike,null,7533725,10277
434793,17,Ibore Extension,null,6029359,14325
434794,30,Mikaco Boulevard,null,2048189,11400
434795,18,Uggo Plaza,null,5533683,37861
434796,30,Jezez Boulevard,null,8207325,42483
434797,20,Boato Extension,null,2291820,19935
434798,30,Tehgu Place,null,2202903,44863
434799,18,Oteves Way,null,4593321,36429
434800,20,Ituwes Loop,null,6519018,32088
434801,25,Vihij Terrace,null,1598200,22860
434802,17,Uciub Extension,null,367646,16671
434803,19,Rohaba Park,null,1547293,28003
434804,20,Sugne Trail,null,8125992,45485
434805,25,Ocotu Way,null,876930,40466
434806,17,Sebi Square,null,7283282,49661
434807,20,Sewdic Circle,null,16191,34751
434808,19,Kafe Way,null,5326653,40650
434809,17,Fali View,null,7065032,36209
434810,19,Ojasul Trail,null,6826862,23104
434811,17,Ocekol Trail,null,2389393,29386
434812,20,Rakde Avenue,null,7153222,45568
434813,29,Afeve Square,null,697996,23458
434814,25,Hogson Junction,null,404101,8307
434815,30,Otisif Extension,null,5663964,9900
434816,16,Feden Square,null,9757906,33373
434817,30,Wegtu Point,null,2930610,23941
434818,16,Ovbag Square,null,7552224,15848
434819,29,Socpu Place,null,4318144,21713
434820,25,Bemho Court,null,8338079,14089
434821,17,Zibuv Highway,null,8511356,15478
434822,25,Kuwvi Plaza,null,4037139,37778
434823,19,Bile Boulevard,null,6812017,45999
434824,20,Wircoh Lane,null,3933544,13019
434825,16,Mumoz Place,null,7551840,29222
434826,16,Afiso Square,null,8317927,17961
434827,16,Izeewo Glen,null,5495586,23116
434828,19,Ihenif Square,null,5766970,37752
434829,19,Zotto Turnpike,null,5282227,42819
434830,16,Zuvad Glen,null,4752588,8131
434831,17,Fubad Center,null,5231715,12260
434832,30,Weja Drive,null,6657392,268
434833,19,Kegic Street,null,4722685,16493
434834,29,Lopu Street,null,9456847,45009
434835,15,Kozaj Drive,null,2577078,37583
434836,20,Dugu Grove,null,7471294,22189
434837,19,Tekbi Terrace,null,2526386,13128
434838,19,Cuko Street,null,6663692,34566
434839,29,Vugo Loop,null,9502340,21478
434840,16,Kedac Plaza,null,4194309,2407
434841,29,Wonhi Square,null,6347322,47568
434842,18,Roved River,null,6253191,2364
434843,25,Ulaaj Park,null,4028516,46099
434844,18,Kico Street,null,449004,43924
434845,25,Lizofi Parkway,null,8249890,5123
434846,25,Ejude River,null,4266784,28216
434847,30,Umobih Circle,null,7412306,18338
434848,25,Lokap Mill,null,2486905,4661
434849,30,Cebbe Grove,null,3250218,48174
434850,16,Wifid Road,null,1325285,6921
434851,30,Lihho Boulevard,null,1944140,9547
434852,16,Dusja Avenue,null,8529790,3696
434853,17,Sejfe Ridge,null,1655563,7656
434854,17,Zahun Center,null,3034079,6731
434855,25,Ogilus Loop,null,923464,17404
434856,17,Gucdik Way,null,6271740,15581
