ID,COSTO,INTERNET_TV,ADMINISTRACION,PERSONA
151458,417299,0,1,110759
151459,972984,0,0,5169
151460,501472,0,0,49044
151461,225839,1,0,27554
151462,138990,0,0,125639
151463,673756,1,0,24209
151464,230315,1,0,67797
151465,130519,0,1,45608
151466,53069,0,1,55666
151467,940075,0,0,109669
151468,917507,1,1,124855
151469,739247,1,1,64289
151470,613943,1,0,17985
151471,108405,1,1,12860
151472,788810,1,0,7057
151473,200241,0,0,39102
151474,317679,1,1,11857
151475,138729,0,0,136752
151476,710924,0,0,7202
151477,645232,1,1,4954
151478,548480,0,1,28781
151479,567703,0,1,18203
151480,590672,1,1,35272
151481,424459,1,0,14648
151482,526480,0,1,109107
151483,915827,0,0,40690
151484,585822,1,0,123307
151485,21871,0,1,74991
151486,149317,1,0,63099
151487,479053,0,1,91821
151488,697004,1,0,57197
151489,292731,0,1,3659
151490,973964,1,0,63220
151491,428282,1,0,130500
151492,677355,0,0,87472
151493,721262,0,0,146376
151494,414716,0,1,22938
151495,466205,0,0,145277
151496,737934,0,1,119225
151497,682657,1,0,18588
151498,481234,1,0,98522
151499,387034,1,1,30743
151500,833504,0,1,45915
151501,263526,0,0,72745
151502,829631,0,0,62525
151503,223803,0,1,100807
151504,232035,0,0,59476
151505,556268,1,0,82053
151506,742668,0,0,557
151507,470675,0,0,97071
151508,53096,1,0,133880
151509,358098,1,1,22755
151510,518944,1,0,68228
151511,545075,0,1,109451
151512,86243,0,0,98074
151513,139283,0,1,126593
151514,682419,0,1,89538
151515,489303,0,0,56713
151516,470340,1,0,60650
151517,338092,1,0,130155
151518,128758,0,1,70864
151519,992949,0,0,105533
151520,764410,0,0,10506
151521,149626,1,0,128839
151522,798694,1,1,135991
151523,877519,0,1,86559
151524,72136,0,1,125709
151525,881146,0,1,44613
151526,567974,1,1,2022
151527,525126,0,0,32263
151528,129974,0,1,76051
151529,267574,0,0,81141
151530,916148,0,0,43543
151531,222043,0,1,34457
151532,582903,0,1,115978
151533,914009,0,1,105145
151534,318274,1,0,56368
151535,674154,0,0,106480
151536,365588,1,0,134683
151537,265957,0,1,130071
151538,552168,1,1,6275
151539,741646,1,0,83782
151540,912611,0,1,117045
151541,894607,0,0,94652
151542,476677,1,0,59803
151543,270716,1,0,61591
151544,278502,0,0,125333
151545,716622,1,1,30922
151546,899239,0,0,103797
151547,94029,1,1,23112
151548,697626,1,0,121932
151549,231984,0,1,47366
151550,285222,0,1,26590
151551,254723,0,0,139989
151552,913475,0,1,106174
151553,808037,1,1,29624
151554,160281,1,1,78495
151555,521058,0,0,87682
151556,847908,0,0,126143
151557,422936,1,1,55244
151558,246864,0,1,120907
151559,696042,0,0,104983
151560,281943,1,1,2805
151561,673855,0,1,14058
151562,149621,0,0,78469
151563,176603,1,1,11677
151564,233545,1,1,114876
151565,774803,1,1,84644
151566,202892,1,0,76425
151567,722238,1,0,100558
151568,292454,0,1,28772
151569,455077,0,0,17206
151570,22911,1,1,113718
151571,144772,0,0,75850
151572,440285,1,1,119711
151573,438930,0,0,39094
151574,541424,1,0,34361
151575,635700,1,1,26322
151576,567574,1,1,18153
151577,166445,0,1,18043
151578,223071,1,1,28591
151579,926475,1,0,21377
151580,283798,1,1,95595
151581,627680,1,0,40195
151582,94802,0,0,144636
151583,919361,0,0,101652
151584,891251,1,1,141109
151585,472533,1,0,12921
151586,322842,0,1,140543
151587,598366,0,0,72903
151588,410315,0,0,29779
151589,950287,0,1,60283
151590,312537,1,0,106094
151591,865960,1,1,137327
151592,734487,0,0,134852
151593,402465,1,0,39382
151594,207060,1,0,2858
151595,792030,0,0,119292
151596,280500,1,0,25608
151597,343875,0,0,126075
151598,486693,0,0,100537
151599,202414,0,1,51738
151600,524191,0,1,91673
151601,665969,0,1,117927
151602,280699,1,0,6538
151603,820074,1,1,42125
151604,179690,0,1,71863
151605,112968,0,1,105758
151606,778206,1,0,80906
151607,426183,0,0,94706
151608,220644,0,1,53228
151609,380840,1,0,62530
151610,765649,1,0,85870
151611,661584,1,1,66434
151612,295261,1,1,24581
151613,80115,0,1,118633
151614,634788,0,1,47660
151615,342450,0,0,86743
151616,766745,1,0,114628
151617,817563,1,0,96547
151618,808264,1,1,137995
151619,790206,1,0,109905
151620,395525,1,1,49066
151621,904155,1,1,48222
151622,56477,0,0,82084
151623,533076,1,1,105026
151624,730508,1,0,72244
151625,557041,0,1,135831
151626,172370,0,1,85710
151627,239711,1,1,106668
151628,46114,0,1,55954
151629,233201,0,0,94546
151630,498326,1,0,35065
151631,356873,1,0,112300
151632,63489,0,1,113316
151633,486923,0,1,97178
151634,154079,0,1,87776
151635,123934,1,1,97426
151636,648166,0,1,62687
151637,676191,0,0,134563
151638,16322,0,0,139079
151639,602039,1,0,99445
151640,331069,0,0,101021
151641,902843,0,1,62841
151642,846002,0,0,37412
151643,785538,0,1,30788
151644,689911,0,1,61752
151645,619824,1,1,115501
151646,791626,0,0,13957
151647,160849,1,1,76158
151648,361333,1,1,83500
151649,271150,0,1,44914
151650,476385,0,1,87494
151651,304251,0,1,63539
151652,446579,1,0,126881
151653,137530,1,1,28121
151654,953825,1,1,18873
151655,802663,0,0,63123
151656,556486,1,1,136356
151657,7744,0,0,57163
151658,563948,1,0,143465
151659,652046,1,0,72602
151660,823028,1,1,138895
151661,196214,0,1,148364
151662,204326,0,1,118265
151663,472480,1,0,113526
151664,702049,0,1,23374
151665,14762,1,1,121684
151666,79512,1,1,147954
151667,529800,0,1,129410
151668,751899,1,1,112439
151669,335225,0,1,81837
151670,463980,1,1,96714
151671,241431,1,0,56673
151672,702183,0,1,35279
151673,683167,0,0,103269
151674,500237,0,0,132764
151675,142928,0,0,42150
151676,473850,1,0,143933
151677,732583,1,1,3105
151678,475114,1,0,37404
151679,491249,0,1,113590
151680,502918,1,1,75549
151681,892937,0,0,112076
151682,545785,0,0,123264
151683,810908,1,1,112696
151684,767421,1,0,17797
151685,671566,1,0,4776
151686,464813,0,1,38043
151687,422125,1,1,132256
151688,375620,0,1,61102
151689,586672,0,1,65037
151690,341261,0,1,138945
151691,828275,1,1,48481
151692,293536,0,1,64292
151693,109481,1,0,6078
151694,21373,0,1,24028
151695,732031,0,0,122494
151696,529101,1,1,87228
151697,167922,1,1,41414
151698,624729,0,0,62656
151699,360498,0,0,5209
151700,817881,0,0,6769
151701,126868,1,0,116103
151702,425123,1,1,13557
151703,789103,1,0,40492
151704,598160,0,0,49696
151705,624076,0,1,7847
151706,117384,1,0,59293
151707,187891,1,1,96441
151708,445569,1,0,62449
151709,491210,0,0,121879
151710,864015,0,1,104911
151711,725363,0,0,133955
151712,52532,1,1,2689
151713,593991,1,1,117821
151714,281055,0,1,105660
151715,341747,0,1,101244
151716,868081,0,0,13916
151717,511383,1,0,134838
151718,592456,0,1,81222
151719,588348,1,1,75013
151720,643378,0,0,56807
151721,836301,1,0,52315
151722,518231,1,0,90974
151723,117093,0,0,54194
151724,479204,1,1,103643
151725,128448,1,0,103946
151726,395859,1,0,29263
151727,39489,1,0,147637
151728,781867,0,1,129098
151729,748996,0,0,99845
151730,419186,1,1,73483
151731,380415,1,0,119764
151732,177966,1,1,79750
151733,906414,0,0,27431
151734,393670,1,0,34222
151735,219861,1,0,104361
151736,772590,0,1,110908
151737,164061,1,1,34356
151738,598164,1,1,37153
151739,683257,0,1,55318
151740,40640,0,1,30678
151741,844320,0,1,132956
151742,779939,1,1,21083
151743,992302,0,0,26302
151744,506048,1,1,66297
151745,414956,0,1,29980
151746,818887,1,1,22662
151747,592617,1,0,99985
151748,13407,0,1,561
151749,692523,1,1,117109
151750,947074,1,1,3295
151751,463356,0,1,46663
151752,892131,1,0,79805
151753,420083,1,0,145443
151754,191880,1,1,112139
151755,866913,0,1,36015
151756,768101,0,1,93575
151757,276164,0,0,81951
151758,887597,0,1,71468
151759,291140,0,0,36738
151760,263650,1,0,95072
151761,107485,1,1,131447
151762,407370,0,1,20148
151763,891744,1,0,16267
151764,860451,0,0,120155
151765,385685,1,1,30569
151766,77100,0,1,136745
151767,277719,0,1,6233
151768,727924,0,1,132917
151769,757909,0,0,103563
151770,928864,1,0,15919
151771,389287,1,0,74946
151772,849326,1,1,1201
151773,16497,1,1,22318
151774,625057,1,1,65027
151775,574346,0,1,121336
151776,21071,1,1,40643
151777,939489,1,1,71792
151778,751461,1,0,140049
151779,205510,0,1,130227
151780,196544,0,1,19087
151781,544604,0,1,94706
151782,66212,0,1,43234
151783,493323,0,1,53621
151784,351827,0,0,137279
151785,368681,1,1,6772
151786,864503,1,0,9540
151787,253515,0,1,120824
151788,363771,0,1,102241
151789,967334,1,0,21257
151790,427209,0,0,120579
151791,413724,0,0,61890
151792,639724,1,0,968
151793,601107,0,1,73050
151794,760914,1,1,126780
151795,227724,0,1,37534
151796,226231,0,0,116441
151797,791113,0,0,39834
151798,34311,0,0,12113
151799,522449,0,1,14241
151800,945815,0,0,34162
151801,831050,0,0,60130
151802,982637,0,1,120093
151803,582337,1,1,143244
151804,797211,0,0,26604
151805,479170,0,1,42227
151806,181182,1,1,60606
151807,10121,0,0,63866
151808,157306,0,1,114538
151809,106720,0,1,127814
151810,649252,1,0,83157
151811,586573,0,1,121737
151812,695013,0,1,47860
151813,883327,0,0,129930
151814,941480,0,0,10487
151815,91892,0,1,119427
151816,883661,0,1,8551
151817,532359,0,1,15493
151818,812347,1,0,25215
151819,298103,1,1,114363
151820,113067,1,1,18421
151821,772522,0,1,28503
151822,628561,1,0,131274
151823,860113,0,0,38537
151824,613257,0,0,18361
151825,919050,0,1,68008
151826,93675,0,1,133300
151827,495153,0,1,91141
151828,161242,1,1,14430
151829,836191,0,1,14255
151830,664489,0,1,125838
151831,108719,0,0,33515
151832,725608,1,0,108802
151833,447364,0,0,131260
151834,478530,0,0,63493
151835,432679,1,1,82521
151836,550117,0,1,112383
151837,233003,0,0,36305
151838,9781,0,1,133556
151839,904563,0,1,75717
151840,302223,1,1,14157
151841,554596,0,0,105214
151842,958812,1,0,40709
151843,527999,0,1,137270
151844,338406,0,0,48938
151845,23724,1,1,75177
151846,823038,1,1,56259
151847,312949,1,1,83505
151848,91891,1,1,48760
151849,116230,1,0,82023
151850,131478,0,0,28144
151851,655230,0,1,141420
151852,432499,1,1,6411
151853,272088,0,0,86258
151854,645929,0,1,76114
151855,768623,0,1,103837
151856,919921,1,1,65372
151857,696566,0,0,5794
151858,226934,1,0,143813
151859,742470,1,1,2966
151860,641938,0,1,5749
151861,408494,1,1,130708
151862,649590,1,0,129460
151863,636673,0,1,14559
151864,101988,1,0,91558
151865,979198,0,0,87752
151866,131607,1,1,67302
151867,196965,0,0,55187
151868,222876,1,0,71630
151869,48126,1,1,49650
151870,239598,0,0,13536
151871,310946,1,1,48985
151872,465933,1,1,50499
151873,287499,1,0,41796
151874,386574,1,0,87743
151875,238673,1,0,20706
151876,658123,1,0,88182
151877,184121,0,1,3311
151878,709579,0,0,60862
151879,550928,1,0,37301
151880,464663,0,0,145477
151881,666684,1,0,58940
151882,505166,1,0,134754
151883,5360,0,1,141953
151884,468150,0,0,142417
151885,541938,0,0,71950
151886,813697,0,1,44281
151887,473469,0,0,51766
151888,412356,0,1,4712
151889,904006,0,0,91414
151890,231497,0,0,139680
151891,260544,0,0,149044
151892,734943,1,0,40801
151893,647294,1,1,78868
151894,189966,0,0,73696
151895,889156,1,0,109381
151896,622727,0,0,107008
151897,515649,0,1,23369
151898,715382,1,1,26818
151899,940239,1,1,115082
151900,720042,0,0,94128
151901,680979,1,0,47625
151902,957471,1,0,17461
151903,144645,0,1,88818
151904,868248,1,0,73367
151905,104633,1,0,105871
151906,502783,0,1,26875
151907,18300,0,0,25070
151908,201213,0,0,75430
151909,270347,0,0,89697
151910,483184,0,1,31984
151911,486377,1,1,52326
151912,150869,1,0,133359
151913,318074,0,0,42991
151914,612408,1,1,118030
151915,526613,1,0,60319
151916,520894,1,1,95231
151917,467586,1,1,126394
151918,427993,0,0,14149
151919,808524,1,0,36458
151920,100739,0,1,35798
151921,295855,0,1,33691
151922,730945,1,0,147579
151923,382265,1,1,111894
151924,53026,0,1,112577
151925,361437,1,1,140507
151926,747481,0,0,7565
151927,597019,1,1,133305
151928,80268,0,1,53488
151929,182895,1,1,63407
151930,876142,1,1,8199
151931,330994,0,1,147575
151932,961464,1,1,34245
151933,301093,0,0,96675
151934,848370,1,1,7850
151935,253175,0,1,1737
151936,488494,0,1,92573
151937,521801,1,0,83368
151938,895415,1,0,5413
151939,168996,0,0,29128
151940,4935,1,0,105012
151941,840409,0,0,2695
151942,210099,0,0,22988
151943,553686,1,1,58342
151944,382467,1,0,14872
151945,566969,0,0,46664
151946,995460,1,0,3213
151947,687458,0,1,26338
151948,865939,0,0,66344
151949,13061,1,1,17889
151950,430727,1,0,23451
151951,487903,0,1,149043
151952,285500,0,1,135335
151953,648173,0,0,124433
151954,27857,0,1,144309
151955,813962,1,1,87003
151956,94346,0,0,101843
151957,884779,1,1,100419
151958,406114,0,1,57203
151959,70745,1,0,94579
151960,609202,0,0,147008
151961,962047,1,1,3507
151962,34600,1,1,134775
151963,821490,1,1,84347
151964,265749,1,1,142616
151965,151252,0,0,140356
151966,778417,0,0,57847
151967,845288,1,0,8290
151968,290461,0,1,97348
151969,689428,1,0,68645
151970,968592,0,0,115324
151971,320084,0,1,60780
151972,460234,1,0,44418
151973,209783,1,0,113347
151974,221957,1,0,24811
151975,101209,1,1,1677
151976,560605,1,1,89002
151977,457081,0,0,127979
151978,936522,1,0,110990
151979,346322,1,0,29906
151980,663768,0,1,21690
151981,313416,0,0,111404
151982,795302,1,1,100153
151983,7673,0,0,111736
151984,610697,1,1,40655
151985,21663,0,1,91000
151986,99326,0,0,63021
151987,827075,0,1,70644
151988,940462,1,0,124816
151989,990369,1,1,59841
151990,839078,1,0,65778
151991,376509,0,0,71133
151992,292468,0,1,39845
151993,608744,1,1,48662
151994,375413,1,1,139078
151995,320275,0,0,89018
151996,848372,1,0,39230
151997,669457,0,0,121021
151998,251485,1,0,39685
151999,772135,1,0,71927
152000,512475,1,0,113985
152001,596548,0,1,118336
152002,735343,1,0,122253
152003,994307,1,1,27496
152004,323703,1,1,10733
152005,201910,1,0,82866
152006,83257,0,0,125109
152007,821641,0,0,93895
152008,287704,0,1,21567
152009,305222,0,0,95086
152010,519572,0,0,84340
152011,367135,1,1,71161
152012,589620,0,1,37183
152013,873119,0,0,140397
152014,512957,1,1,147659
152015,594433,0,1,66212
152016,306925,0,1,112953
152017,112380,0,1,90553
152018,211418,0,0,82199
152019,668881,0,1,4269
152020,489221,1,0,143008
152021,316525,1,0,15359
152022,772716,0,1,112267
152023,901543,1,0,78914
152024,548819,0,1,62936
152025,358335,0,0,10821
152026,77665,0,1,73187
152027,465396,1,0,35741
152028,472448,1,0,105020
152029,643198,0,1,43905
152030,653727,1,1,81898
152031,559856,1,1,31853
152032,733643,1,1,17008
152033,475913,1,0,35852
152034,392259,1,0,56320
152035,795874,0,1,61341
152036,65775,0,0,4533
152037,552072,1,1,22626
152038,770241,1,1,148909
152039,72569,1,0,133466
152040,117320,0,0,89308
152041,545563,1,1,139003
152042,519421,1,1,51360
152043,695424,1,1,39765
152044,1641,0,0,80829
152045,359223,1,1,101752
152046,417359,1,1,143964
152047,641462,0,1,51613
152048,742007,0,1,49607
152049,246366,0,0,86372
152050,643162,0,0,98074
152051,929476,1,0,134412
152052,50186,1,0,133313
152053,836221,1,1,33372
152054,18663,0,1,81820
152055,583660,0,1,45668
152056,997919,1,1,21340
152057,294837,1,1,119425
152058,390771,1,1,14755
152059,584421,0,1,118640
152060,97384,0,1,66571
152061,420060,1,0,118857
152062,860013,1,1,96390
152063,292260,1,0,52134
152064,827191,1,0,86261
152065,661726,0,1,74221
152066,493777,0,1,23403
152067,82329,1,1,28380
152068,894834,0,0,89121
152069,992518,0,1,13061
152070,203307,0,1,41798
152071,183565,1,1,11632
152072,61149,1,1,113969
152073,434641,1,1,138132
152074,995486,0,0,10947
152075,207506,1,0,112951
152076,471705,1,0,70098
152077,769684,0,0,130181
152078,728214,1,0,8555
152079,360477,0,0,5175
152080,588559,0,1,108741
152081,194967,1,0,93673
152082,600644,1,1,120959
152083,951441,1,1,12504
152084,577352,1,0,7930
152085,13622,0,1,72965
152086,369064,1,0,3889
152087,460388,0,1,143564
152088,834436,0,1,137174
152089,490807,1,0,27370
152090,870857,1,0,11865
152091,524157,1,1,4689
152092,121482,1,0,87857
152093,995995,1,0,75373
152094,339513,1,0,60040
152095,425850,0,1,48200
152096,542820,0,0,79728
152097,339715,0,1,53208
152098,151582,1,1,99475
152099,194454,1,1,1211
152100,851876,1,1,35491
152101,152419,0,1,107148
152102,285150,1,1,16504
152103,152624,1,1,61744
152104,18692,1,0,45001
152105,629901,0,1,27381
152106,26177,1,1,61181
152107,756321,0,1,87902
152108,651692,0,0,112746
152109,986057,1,1,59444
152110,505342,0,1,105125
152111,424459,1,1,17951
152112,787449,1,0,43480
152113,446306,1,0,142676
152114,834860,0,1,47050
152115,567090,1,1,98653
152116,541890,0,1,64952
152117,173485,1,1,28562
152118,308555,0,0,41575
152119,632037,1,1,51037
152120,927328,0,1,49108
152121,620614,1,1,113252
152122,656921,1,1,71722
152123,375579,0,0,148062
152124,129551,0,1,119668
152125,138778,0,0,73597
152126,322497,0,1,116631
152127,726901,1,0,58794
152128,856758,0,1,111955
152129,759197,0,0,73016
152130,709555,0,0,91357
152131,296468,1,0,143356
152132,726259,1,1,1741
152133,148968,1,0,110138
152134,766520,1,0,121907
152135,30079,1,0,56270
152136,859154,1,0,96357
152137,737960,1,0,32454
152138,523697,0,1,130746
152139,349228,0,1,88204
152140,60079,0,0,80611
152141,495941,0,0,15168
152142,155542,1,1,82633
152143,36076,0,0,20321
152144,268949,1,1,136113
152145,103411,1,1,65125
152146,959283,0,1,122073
152147,845985,0,1,82627
152148,710319,0,1,10038
152149,996945,0,1,42531
152150,62244,1,1,31013
152151,130511,0,1,68314
152152,292789,0,1,9388
152153,1234,1,1,88815
152154,433252,1,1,92824
152155,173210,0,0,26801
152156,668511,1,0,21791
152157,386288,1,1,51154
152158,9327,1,0,42029
152159,922383,0,0,44162
152160,622745,1,1,47575
152161,921326,0,1,79674
152162,641371,1,1,94597
152163,551818,0,0,21168
152164,25948,0,1,66443
152165,324389,0,1,63597
152166,206731,1,1,34930
152167,245004,0,0,45943
152168,237891,0,0,13017
152169,859690,1,0,122690
152170,843552,1,1,11068
152171,627791,1,0,60385
152172,806310,0,1,51074
152173,850407,1,0,51259
152174,186538,1,0,101001
152175,353558,0,0,134327
152176,192804,0,1,107627
152177,96123,0,1,21641
152178,82663,1,0,8227
152179,496019,0,0,69939
152180,496851,1,0,55620
152181,100987,0,1,143311
152182,863963,1,1,60245
152183,392363,0,1,80646
152184,702168,0,1,54898
152185,273802,0,1,146778
152186,599955,0,0,119054
152187,286551,1,0,106351
152188,680639,1,0,7650
152189,480692,0,0,128521
152190,411228,0,0,98217
152191,707769,1,0,5654
152192,617691,0,0,138369
152193,704067,1,0,47136
152194,193573,1,1,22736
152195,992411,1,1,37619
152196,158138,1,0,128155
152197,501827,0,1,81354
152198,655255,1,0,138131
152199,793764,0,1,74002
152200,262786,0,1,20951
152201,158113,1,0,126751
152202,53011,0,0,66876
152203,246599,1,1,120486
152204,640593,0,0,72787
152205,802296,1,1,102305
152206,483111,1,0,126605
152207,101027,1,0,111981
152208,849465,1,1,137878
152209,833828,0,0,101823
152210,355335,1,0,95128
152211,415655,1,1,96737
152212,485023,1,1,50639
152213,475005,0,0,55964
152214,384044,0,0,79215
152215,75599,0,0,70224
152216,64985,1,0,71392
152217,826404,1,0,84533
152218,642724,0,1,136105
152219,577710,0,0,4746
152220,549672,1,1,146663
152221,606471,0,0,147942
152222,188851,1,0,42371
152223,889451,1,0,134213
152224,73418,0,0,133314
152225,815192,1,0,91814
152226,497378,0,1,51499
152227,767164,1,0,36175
152228,240378,1,0,114837
152229,622176,1,1,64838
152230,830030,1,1,115802
152231,880277,0,1,79735
152232,337659,1,0,82358
152233,797191,0,0,55266
152234,810121,0,1,70949
152235,796065,1,0,137864
152236,963314,1,1,87129
152237,176367,0,0,127824
152238,647577,1,1,32078
152239,665844,1,0,3264
152240,463158,0,1,58134
152241,599249,1,0,141959
152242,258948,1,0,12398
152243,178316,0,1,111627
152244,147190,0,1,21890
152245,208045,0,1,138675
152246,213627,0,1,56367
152247,635299,1,1,69650
152248,896142,1,0,121299
152249,737714,0,1,149857
152250,206424,0,0,7311
152251,726482,1,0,2235
152252,796264,0,0,93973
152253,760437,1,0,77826
152254,645721,0,1,82909
152255,301703,1,0,91306
152256,179829,1,1,77271
152257,830416,1,1,135847
152258,398572,1,1,39596
152259,469142,1,0,146974
152260,706239,0,1,99446
152261,577937,1,1,16931
152262,157006,0,1,49332
152263,41925,1,0,125521
152264,382753,1,0,78334
152265,736062,0,1,149339
152266,591007,1,0,97036
152267,31787,1,1,86266
152268,173836,1,0,17513
152269,699599,0,0,108159
152270,146714,1,1,137783
152271,233012,0,0,36220
152272,1479,1,0,16478
152273,946709,1,0,71495
152274,735288,0,0,147260
152275,860068,1,1,136898
152276,737146,0,0,108179
152277,911246,1,0,48211
152278,748368,0,0,83977
152279,855837,1,0,108123
152280,294877,1,1,42282
152281,647181,1,0,76730
152282,605274,0,1,95763
152283,131661,1,1,54525
152284,74668,0,0,46374
152285,97984,1,1,134362
152286,468451,1,1,90922
152287,431942,0,0,121874
152288,360943,0,1,10251
152289,934778,0,0,4499
152290,729300,0,1,102938
152291,63878,1,0,103545
152292,524643,0,1,99626
152293,728451,0,0,62034
152294,834983,0,1,43705
152295,898380,1,1,60801
152296,728331,1,0,103230
152297,618484,0,0,82720
152298,636215,0,1,118963
152299,539311,0,1,33319
152300,762329,0,0,20306
152301,7153,0,0,8341
152302,943595,0,0,106026
152303,14091,0,0,25147
152304,907578,1,0,6978
152305,267856,0,0,34360
152306,884042,0,1,16290
152307,149534,0,1,52032
152308,720972,1,0,129912
152309,993250,0,0,19871
152310,502585,0,1,54465
152311,897669,1,0,145481
152312,654791,0,0,10468
152313,40445,0,1,149088
152314,663050,0,0,128453
152315,463020,0,0,15898
152316,108781,0,0,11042
152317,911405,1,0,19909
152318,199887,1,1,93177
152319,805318,1,1,68354
152320,453092,0,0,33639
152321,23232,1,0,75601
152322,891547,0,0,98157
152323,411693,1,0,93669
152324,985227,0,1,91533
152325,287745,1,1,22026
152326,99746,1,0,29816
152327,219490,0,1,77808
152328,328690,1,0,13848
152329,931895,0,1,73223
152330,631343,0,0,47021
152331,321015,0,1,100770
152332,926556,1,1,4585
152333,970714,1,1,149531
152334,609337,1,0,71124
152335,433879,0,1,7572
152336,777535,0,0,86357
152337,370312,0,1,145058
152338,111166,1,0,116778
152339,591442,1,1,4396
152340,395787,1,0,123317
152341,918387,1,0,74507
152342,939659,0,1,13168
152343,268130,0,0,76693
152344,210673,0,0,89190
152345,405565,0,0,83027
152346,732071,0,0,107898
152347,159005,1,0,149600
152348,577690,1,1,10971
152349,50067,1,0,94638
152350,953068,0,1,79559
152351,675859,0,1,84500
152352,192100,1,0,8900
152353,443980,0,0,115639
152354,365680,0,1,26330
152355,766402,0,0,131718
152356,69994,1,1,22040
152357,6021,0,0,147821
152358,927641,0,1,148549
152359,249278,1,0,60058
152360,610751,1,0,144507
152361,507155,1,1,18700
152362,16385,1,1,1088
152363,569838,0,1,3875
152364,506665,0,0,28511
152365,975259,1,0,20820
152366,936899,0,0,89928
152367,466791,1,0,41198
152368,877654,1,1,36201
152369,305111,1,0,149493
152370,393346,1,1,93703
152371,701783,0,0,45923
152372,822917,1,1,78927
152373,874866,0,0,122366
152374,209978,1,0,19664
152375,321189,0,1,40779
152376,819932,1,0,97945
152377,737715,1,0,104753
152378,394179,1,1,39062
152379,212016,1,1,34992
152380,91463,1,1,130098
152381,754548,0,1,51259
152382,916907,1,0,119108
152383,809312,1,1,25488
152384,165373,0,0,75170
152385,144428,1,0,109046
152386,564531,0,1,38230
152387,112679,0,1,140865
152388,868111,1,1,120005
152389,901427,0,1,131338
152390,594775,1,0,103185
152391,197088,1,0,125026
152392,445585,1,1,41030
152393,169398,1,0,99449
152394,658244,1,0,116730
152395,86470,0,0,72885
152396,140735,1,1,90699
152397,649259,1,0,31995
152398,200929,1,1,35594
152399,881721,1,1,106561
152400,229598,1,0,129669
152401,156519,1,1,97025
152402,24192,1,1,37363
152403,174987,0,1,101037
152404,65050,1,1,97521
152405,158150,0,1,111855
152406,964164,0,1,33013
152407,582997,1,1,36441
152408,206113,0,0,80102
152409,509700,0,1,59577
152410,390848,1,0,125698
152411,602664,0,1,78959
152412,227533,0,0,111470
152413,678287,0,0,112692
152414,372529,0,1,140818
152415,713726,0,0,21909
152416,315646,0,1,75568
152417,11561,0,1,125449
152418,651205,1,1,147636
152419,14678,1,0,132707
152420,231563,0,0,29912
152421,211117,1,0,112383
152422,401692,0,1,5345
152423,230849,1,1,89559
152424,930335,0,0,62663
152425,857252,1,0,14077
152426,800327,0,1,103095
152427,100820,0,1,31127
152428,741977,1,0,90126
152429,676216,1,0,52191
152430,117865,0,0,20370
152431,989289,1,0,30695
152432,138389,0,1,14264
152433,82585,0,1,54271
152434,187949,1,1,10697
152435,987996,0,0,140028
152436,36489,0,0,144533
152437,851674,0,0,105064
152438,406346,1,1,29317
152439,431096,1,0,143019
152440,524748,0,0,33674
152441,140052,1,1,106441
152442,327089,1,0,2142
152443,677005,0,1,139181
152444,280313,0,0,52177
152445,558755,1,1,39099
152446,552657,0,0,109746
152447,138528,1,0,46649
152448,698561,1,0,102436
152449,419972,0,0,43540
152450,295332,0,1,101764
152451,546519,1,1,126924
152452,354893,1,1,117026
152453,380479,0,1,111898
152454,204871,1,1,6762
152455,248760,1,1,96050
152456,549917,0,1,67195
152457,413933,0,0,121821
152458,291173,1,1,100970
152459,907020,0,0,146474
152460,893942,0,1,137819
152461,547879,1,1,35701
152462,526432,1,1,110839
152463,693316,1,1,371
152464,887432,0,0,44481
152465,586214,0,1,121838
152466,284793,0,1,43676
152467,231444,0,0,37422
152468,512581,1,0,60902
152469,473302,0,0,21315
152470,341290,1,1,102791
152471,452677,1,0,99058
152472,335118,1,1,77185
152473,700264,0,1,49994
152474,850771,1,1,130831
152475,445179,1,1,38347
152476,239752,0,0,106987
152477,580158,1,1,15863
152478,198684,0,0,85201
152479,816068,1,0,87135
152480,89497,0,1,23671
152481,956188,0,1,41515
152482,199800,1,1,110830
152483,728350,0,1,62902
152484,895379,1,0,41722
152485,777396,0,1,128943
152486,741929,0,0,85329
152487,819967,0,1,55207
152488,328714,0,1,49799
152489,528175,0,0,19875
152490,810434,0,1,70379
152491,467699,0,1,116964
152492,713825,0,0,124513
152493,379739,0,0,84719
152494,186802,1,1,37096
152495,453110,1,1,56835
152496,200399,1,0,139034
152497,500914,0,0,85546
152498,222487,0,0,59892
152499,201168,1,0,90111
152500,765643,1,1,101353
152501,987003,1,0,12808
152502,869382,0,1,52521
152503,615718,1,0,9457
152504,402160,0,1,119118
152505,810267,1,1,76344
152506,42572,0,1,136748
152507,948189,1,0,147226
152508,282193,0,1,46163
152509,705777,0,0,114539
152510,941651,0,0,132905
152511,200180,0,1,133461
152512,433137,0,0,4671
152513,639936,0,1,42945
152514,826315,0,0,99221
152515,627439,0,0,41767
152516,111960,0,0,72894
152517,32118,0,0,53085
152518,764657,1,1,142493
152519,710319,1,0,71853
152520,142641,0,0,83476
152521,912347,1,1,129808
152522,244973,1,1,134807
152523,127596,0,0,51989
152524,53716,0,0,149083
152525,369930,0,1,145462
152526,159099,1,0,5546
152527,66475,1,0,45718
152528,776682,0,0,15873
152529,473890,0,1,143743
152530,783719,1,0,81702
152531,992070,1,0,78033
